"date","indicator","count"
2020-06-14,"CO_GABed_C19_Rec",21
2020-06-14,"CO_GABed_C19_Sus",37
2020-06-14,"CO_GABed_NonC19",783
2020-06-14,"CO_GABed_Spare",520
2020-06-14,"CO_IVBed_C19_Con",1
2020-06-14,"CO_IVBed_C19_Rec",1
2020-06-14,"CO_IVBed_C19_Sus",0
2020-06-14,"CO_IVBed_NonC19",13
2020-06-14,"CO_IVBed_Spare",61
2020-06-15,"CO_GABed_C19_Con",15
2020-06-15,"CO_GABed_C19_Rec",21
2020-06-15,"CO_GABed_C19_Sus",14
2020-06-15,"CO_GABed_NonC19",849
2020-06-15,"CO_GABed_Spare",478
2020-06-15,"CO_IVBed_C19_Con",1
2020-06-15,"CO_IVBed_C19_Rec",1
2020-06-15,"CO_IVBed_C19_Sus",0
2020-06-15,"CO_IVBed_NonC19",11
2020-06-15,"CO_IVBed_Spare",19
2020-06-16,"CO_GABed_C19_Con",14
2020-06-16,"CO_GABed_C19_Rec",17
2020-06-16,"CO_GABed_C19_Sus",39
2020-06-16,"CO_GABed_NonC19",835
2020-06-16,"CO_GABed_Spare",472
2020-06-16,"CO_IVBed_C19_Con",1
2020-06-16,"CO_IVBed_C19_Rec",1
2020-06-16,"CO_IVBed_C19_Sus",1
2020-06-16,"CO_IVBed_NonC19",11
2020-06-16,"CO_IVBed_Spare",18
2020-06-17,"CO_GABed_C19_Con",14
2020-06-17,"CO_GABed_C19_Rec",18
2020-06-17,"CO_GABed_C19_Sus",48
2020-06-17,"CO_GABed_NonC19",849
2020-06-17,"CO_GABed_Spare",448
2020-06-17,"CO_IVBed_C19_Con",1
2020-06-17,"CO_IVBed_C19_Rec",1
2020-06-17,"CO_IVBed_C19_Sus",3
2020-06-17,"CO_IVBed_NonC19",13
2020-06-17,"CO_IVBed_Spare",14
2020-06-18,"CO_GABed_C19_Con",13
2020-06-18,"CO_GABed_C19_Rec",19
2020-06-18,"CO_GABed_C19_Sus",61
2020-06-18,"CO_GABed_NonC19",844
2020-06-18,"CO_GABed_Spare",440
2020-06-18,"CO_IVBed_C19_Con",1
2020-06-18,"CO_IVBed_C19_Rec",1
2020-06-18,"CO_IVBed_C19_Sus",3
2020-06-18,"CO_IVBed_NonC19",13
2020-06-18,"CO_IVBed_Spare",14
2020-06-19,"CO_GABed_C19_Con",13
2020-06-19,"CO_GABed_C19_Rec",16
2020-06-19,"CO_GABed_C19_Sus",61
2020-06-19,"CO_GABed_NonC19",856
2020-06-19,"CO_GABed_Spare",431
2020-06-19,"CO_IVBed_C19_Con",0
2020-06-19,"CO_IVBed_C19_Rec",2
2020-06-19,"CO_IVBed_C19_Sus",2
2020-06-19,"CO_IVBed_NonC19",12
2020-06-19,"CO_IVBed_Spare",16
2020-06-20,"CO_GABed_C19_Con",12
2020-06-20,"CO_GABed_C19_Rec",14
2020-06-20,"CO_GABed_C19_Sus",63
2020-06-20,"CO_GABed_NonC19",811
2020-06-20,"CO_GABed_Spare",477
2020-06-20,"CO_IVBed_C19_Con",0
2020-06-20,"CO_IVBed_C19_Rec",3
2020-06-20,"CO_IVBed_C19_Sus",3
2020-06-20,"CO_IVBed_NonC19",18
2020-06-20,"CO_IVBed_Spare",8
2020-06-21,"CO_GABed_C19_Con",13
2020-06-21,"CO_GABed_C19_Rec",15
2020-06-21,"CO_GABed_C19_Sus",53
2020-06-21,"CO_GABed_NonC19",845
2020-06-21,"CO_GABed_Spare",451
2020-06-21,"CO_IVBed_C19_Con",0
2020-06-21,"CO_IVBed_C19_Rec",2
2020-06-21,"CO_IVBed_C19_Sus",2
2020-06-21,"CO_IVBed_NonC19",11
2020-06-21,"CO_IVBed_Spare",17
2020-06-22,"CO_GABed_C19_Con",13
2020-06-22,"CO_GABed_C19_Rec",16
2020-06-22,"CO_GABed_C19_Sus",28
2020-06-22,"CO_GABed_NonC19",899
2020-06-22,"CO_GABed_Spare",421
2020-06-22,"CO_IVBed_C19_Con",0
2020-06-22,"CO_IVBed_C19_Rec",2
2020-06-22,"CO_IVBed_C19_Sus",0
2020-06-22,"CO_IVBed_NonC19",13
2020-06-22,"CO_IVBed_Spare",17
2020-06-23,"CO_GABed_C19_Con",12
2020-06-23,"CO_GABed_C19_Rec",15
2020-06-23,"CO_GABed_C19_Sus",44
2020-06-23,"CO_GABed_NonC19",902
2020-06-23,"CO_GABed_Spare",404
2020-06-23,"CO_IVBed_C19_Con",0
2020-06-23,"CO_IVBed_C19_Rec",2
2020-06-23,"CO_IVBed_C19_Sus",1
2020-06-23,"CO_IVBed_NonC19",15
2020-06-23,"CO_IVBed_Spare",14
2020-06-24,"CO_GABed_C19_Con",10
2020-06-24,"CO_GABed_C19_Rec",15
2020-06-24,"CO_GABed_C19_Sus",74
2020-06-24,"CO_GABed_NonC19",859
2020-06-24,"CO_GABed_Spare",419
2020-06-24,"CO_IVBed_C19_Con",0
2020-06-24,"CO_IVBed_C19_Rec",1
2020-06-24,"CO_IVBed_C19_Sus",3
2020-06-24,"CO_IVBed_NonC19",10
2020-06-24,"CO_IVBed_Spare",18
2020-06-25,"CO_GABed_C19_Con",10
2020-06-25,"CO_GABed_C19_Rec",13
2020-06-25,"CO_GABed_C19_Sus",86
2020-06-25,"CO_GABed_NonC19",856
2020-06-25,"CO_GABed_Spare",412
2020-06-25,"CO_IVBed_C19_Con",0
2020-06-25,"CO_IVBed_C19_Rec",1
2020-06-25,"CO_IVBed_C19_Sus",3
2020-06-25,"CO_IVBed_NonC19",12
2020-06-25,"CO_IVBed_Spare",16
2020-06-26,"CO_GABed_C19_Con",11
2020-06-26,"CO_GABed_C19_Rec",13
2020-06-26,"CO_GABed_C19_Sus",80
2020-06-26,"CO_GABed_NonC19",873
2020-06-26,"CO_GABed_Spare",400
2020-06-26,"CO_IVBed_C19_Con",0
2020-06-26,"CO_IVBed_C19_Rec",1
2020-06-26,"CO_IVBed_C19_Sus",1
2020-06-26,"CO_IVBed_NonC19",13
2020-06-26,"CO_IVBed_Spare",17
2020-06-27,"CO_GABed_C19_Con",10
2020-06-27,"CO_GABed_C19_Rec",13
2020-06-27,"CO_GABed_C19_Sus",58
2020-06-27,"CO_GABed_NonC19",878
2020-06-27,"CO_GABed_Spare",418
2020-06-27,"CO_IVBed_C19_Con",0
2020-06-27,"CO_IVBed_C19_Rec",1
2020-06-27,"CO_IVBed_C19_Sus",2
2020-06-27,"CO_IVBed_NonC19",10
2020-06-27,"CO_IVBed_Spare",19
2020-06-28,"CO_GABed_C19_Con",11
2020-06-28,"CO_GABed_C19_Rec",14
2020-06-28,"CO_GABed_C19_Sus",54
2020-06-28,"CO_GABed_NonC19",890
2020-06-28,"CO_GABed_Spare",408
2020-06-28,"CO_IVBed_C19_Con",0
2020-06-28,"CO_IVBed_C19_Rec",1
2020-06-28,"CO_IVBed_C19_Sus",0
2020-06-28,"CO_IVBed_NonC19",10
2020-06-28,"CO_IVBed_Spare",21
2020-06-29,"CO_GABed_C19_Con",10
2020-06-29,"CO_GABed_C19_Rec",14
2020-06-29,"CO_GABed_C19_Sus",33
2020-06-29,"CO_GABed_NonC19",937
2020-06-29,"CO_GABed_Spare",383
2020-06-29,"CO_IVBed_C19_Con",0
2020-06-29,"CO_IVBed_C19_Rec",1
2020-06-29,"CO_IVBed_C19_Sus",1
2020-06-29,"CO_IVBed_NonC19",10
2020-06-29,"CO_IVBed_Spare",20
2020-06-30,"CO_GABed_C19_Con",11
2020-06-30,"CO_GABed_C19_Rec",14
2020-06-30,"CO_GABed_C19_Sus",34
2020-06-30,"CO_GABed_NonC19",945
2020-06-30,"CO_GABed_Spare",373
2020-06-30,"CO_IVBed_C19_Con",0
2020-06-30,"CO_IVBed_C19_Rec",1
2020-06-30,"CO_IVBed_C19_Sus",0
2020-06-30,"CO_IVBed_NonC19",9
2020-06-30,"CO_IVBed_Spare",22
2020-07-01,"CO_GABed_C19_Con",6
2020-07-01,"CO_GABed_C19_Rec",16
2020-07-01,"CO_GABed_C19_Sus",36
2020-07-01,"CO_GABed_NonC19",936
2020-07-01,"CO_GABed_Spare",383
2020-07-01,"CO_IVBed_C19_Con",0
2020-07-01,"CO_IVBed_C19_Rec",1
2020-07-01,"CO_IVBed_C19_Sus",1
2020-07-01,"CO_IVBed_NonC19",8
2020-07-01,"CO_IVBed_Spare",22
2020-07-02,"CO_GABed_C19_Con",7
2020-07-02,"CO_GABed_C19_Rec",16
2020-07-02,"CO_GABed_C19_Sus",37
2020-07-02,"CO_GABed_NonC19",932
2020-07-02,"CO_GABed_Spare",385
2020-07-02,"CO_IVBed_C19_Con",0
2020-07-02,"CO_IVBed_C19_Rec",1
2020-07-02,"CO_IVBed_C19_Sus",0
2020-07-02,"CO_IVBed_NonC19",9
2020-07-02,"CO_IVBed_Spare",22
2020-07-03,"CO_GABed_C19_Con",7
2020-07-03,"CO_GABed_C19_Rec",16
2020-07-03,"CO_GABed_C19_Sus",33
2020-07-03,"CO_GABed_NonC19",956
2020-07-03,"CO_GABed_Spare",365
2020-07-03,"CO_IVBed_C19_Con",0
2020-07-03,"CO_IVBed_C19_Rec",0
2020-07-03,"CO_IVBed_C19_Sus",0
2020-07-03,"CO_IVBed_NonC19",11
2020-07-03,"CO_IVBed_Spare",21
2020-07-04,"CO_GABed_C19_Con",7
2020-07-04,"CO_GABed_C19_Rec",16
2020-07-04,"CO_GABed_C19_Sus",55
2020-07-04,"CO_GABed_NonC19",894
2020-07-04,"CO_GABed_Spare",405
2020-07-04,"CO_IVBed_C19_Con",0
2020-07-04,"CO_IVBed_C19_Rec",0
2020-07-04,"CO_IVBed_C19_Sus",0
2020-07-04,"CO_IVBed_NonC19",9
2020-07-04,"CO_IVBed_Spare",23
2020-07-05,"CO_GABed_C19_Con",7
2020-07-05,"CO_GABed_C19_Rec",16
2020-07-05,"CO_GABed_C19_Sus",44
2020-07-05,"CO_GABed_NonC19",915
2020-07-05,"CO_GABed_Spare",395
2020-07-05,"CO_IVBed_C19_Con",0
2020-07-05,"CO_IVBed_C19_Rec",0
2020-07-05,"CO_IVBed_C19_Sus",0
2020-07-05,"CO_IVBed_NonC19",9
2020-07-05,"CO_IVBed_Spare",23
2020-07-06,"CO_GABed_C19_Con",6
2020-07-06,"CO_GABed_C19_Rec",16
2020-07-06,"CO_GABed_C19_Sus",32
2020-07-06,"CO_GABed_NonC19",976
2020-07-06,"CO_GABed_Spare",347
2020-07-06,"CO_IVBed_C19_Con",0
2020-07-06,"CO_IVBed_C19_Rec",0
2020-07-06,"CO_IVBed_C19_Sus",2
2020-07-06,"CO_IVBed_NonC19",11
2020-07-06,"CO_IVBed_Spare",19
2020-07-07,"CO_GABed_C19_Con",6
2020-07-07,"CO_GABed_C19_Rec",16
2020-07-07,"CO_GABed_C19_Sus",40
2020-07-07,"CO_GABed_NonC19",985
2020-07-07,"CO_GABed_Spare",330
2020-07-07,"CO_IVBed_C19_Con",0
2020-07-07,"CO_IVBed_C19_Rec",0
2020-07-07,"CO_IVBed_C19_Sus",0
2020-07-07,"CO_IVBed_NonC19",16
2020-07-07,"CO_IVBed_Spare",16
2020-07-08,"CO_GABed_C19_Con",6
2020-07-08,"CO_GABed_C19_Rec",16
2020-07-08,"CO_GABed_C19_Sus",50
2020-07-08,"CO_GABed_NonC19",970
2020-07-08,"CO_GABed_Spare",382
2020-07-08,"CO_IVBed_C19_Con",0
2020-07-08,"CO_IVBed_C19_Rec",0
2020-07-08,"CO_IVBed_C19_Sus",0
2020-07-08,"CO_IVBed_NonC19",17
2020-07-08,"CO_IVBed_Spare",15
2020-07-09,"CO_GABed_C19_Con",5
2020-07-09,"CO_GABed_C19_Rec",15
2020-07-09,"CO_GABed_C19_Sus",39
2020-07-09,"CO_GABed_NonC19",961
2020-07-09,"CO_GABed_Spare",404
2020-07-09,"CO_IVBed_C19_Con",0
2020-07-09,"CO_IVBed_C19_Rec",0
2020-07-09,"CO_IVBed_C19_Sus",3
2020-07-09,"CO_IVBed_NonC19",13
2020-07-09,"CO_IVBed_Spare",16
2020-07-10,"CO_GABed_C19_Con",6
2020-07-10,"CO_GABed_C19_Rec",14
2020-07-10,"CO_GABed_C19_Sus",33
2020-07-10,"CO_GABed_NonC19",1101
2020-07-10,"CO_GABed_Spare",465
2020-07-10,"CO_IVBed_C19_Con",0
2020-07-10,"CO_IVBed_C19_Rec",0
2020-07-10,"CO_IVBed_C19_Sus",1
2020-07-10,"CO_IVBed_NonC19",18
2020-07-10,"CO_IVBed_Spare",13
2020-07-11,"CO_GABed_C19_Con",5
2020-07-11,"CO_GABed_C19_Rec",15
2020-07-11,"CO_GABed_C19_Sus",30
2020-07-11,"CO_GABed_NonC19",1061
2020-07-11,"CO_GABed_Spare",508
2020-07-11,"CO_IVBed_C19_Con",0
2020-07-11,"CO_IVBed_C19_Rec",0
2020-07-11,"CO_IVBed_C19_Sus",2
2020-07-11,"CO_IVBed_NonC19",12
2020-07-11,"CO_IVBed_Spare",18
2020-07-12,"CO_GABed_C19_Con",6
2020-07-12,"CO_GABed_C19_Rec",15
2020-07-12,"CO_GABed_C19_Sus",49
2020-07-12,"CO_GABed_NonC19",1061
2020-07-12,"CO_GABed_Spare",488
2020-07-12,"CO_IVBed_C19_Con",0
2020-07-12,"CO_IVBed_C19_Rec",0
2020-07-12,"CO_IVBed_C19_Sus",2
2020-07-12,"CO_IVBed_NonC19",13
2020-07-12,"CO_IVBed_Spare",17
2020-07-13,"CO_GABed_C19_Con",5
2020-07-13,"CO_GABed_C19_Rec",16
2020-07-13,"CO_GABed_C19_Sus",55
2020-07-13,"CO_GABed_NonC19",1100
2020-07-13,"CO_GABed_Spare",443
2020-07-13,"CO_IVBed_C19_Con",0
2020-07-13,"CO_IVBed_C19_Rec",0
2020-07-13,"CO_IVBed_C19_Sus",2
2020-07-13,"CO_IVBed_NonC19",14
2020-07-13,"CO_IVBed_Spare",16
2020-07-14,"CO_GABed_C19_Con",5
2020-07-14,"CO_GABed_C19_Rec",15
2020-07-14,"CO_GABed_C19_Sus",36
2020-07-14,"CO_GABed_NonC19",1120
2020-07-14,"CO_GABed_Spare",443
2020-07-14,"CO_IVBed_C19_Con",0
2020-07-14,"CO_IVBed_C19_Rec",0
2020-07-14,"CO_IVBed_C19_Sus",1
2020-07-14,"CO_IVBed_NonC19",13
2020-07-14,"CO_IVBed_Spare",18
2020-07-15,"CO_GABed_C19_Con",6
2020-07-15,"CO_GABed_C19_Rec",16
2020-07-15,"CO_GABed_C19_Sus",38
2020-07-15,"CO_GABed_NonC19",1118
2020-07-15,"CO_GABed_Spare",441
2020-07-15,"CO_IVBed_C19_Con",0
2020-07-15,"CO_IVBed_C19_Rec",0
2020-07-15,"CO_IVBed_C19_Sus",3
2020-07-15,"CO_IVBed_NonC19",13
2020-07-15,"CO_IVBed_Spare",16
2020-07-16,"CO_GABed_C19_Con",5
2020-07-16,"CO_GABed_C19_Rec",15
2020-07-16,"CO_GABed_C19_Sus",42
2020-07-16,"CO_GABed_NonC19",1117
2020-07-16,"CO_GABed_Spare",440
2020-07-16,"CO_IVBed_C19_Con",0
2020-07-16,"CO_IVBed_C19_Rec",0
2020-07-16,"CO_IVBed_C19_Sus",3
2020-07-16,"CO_IVBed_NonC19",13
2020-07-16,"CO_IVBed_Spare",16
2020-07-17,"CO_GABed_C19_Con",6
2020-07-17,"CO_GABed_C19_Rec",13
2020-07-17,"CO_GABed_C19_Sus",24
2020-07-17,"CO_GABed_NonC19",1151
2020-07-17,"CO_GABed_Spare",426
2020-07-17,"CO_IVBed_C19_Con",0
2020-07-17,"CO_IVBed_C19_Rec",0
2020-07-17,"CO_IVBed_C19_Sus",3
2020-07-17,"CO_IVBed_NonC19",9
2020-07-17,"CO_IVBed_Spare",20
2020-07-18,"CO_GABed_C19_Con",5
2020-07-18,"CO_GABed_C19_Rec",13
2020-07-18,"CO_GABed_C19_Sus",43
2020-07-18,"CO_GABed_NonC19",1050
2020-07-18,"CO_GABed_Spare",509
2020-07-18,"CO_IVBed_C19_Con",0
2020-07-18,"CO_IVBed_C19_Rec",0
2020-07-18,"CO_IVBed_C19_Sus",1
2020-07-18,"CO_IVBed_NonC19",13
2020-07-18,"CO_IVBed_Spare",18
2020-07-19,"CO_GABed_C19_Con",5
2020-07-19,"CO_GABed_C19_Rec",14
2020-07-19,"CO_GABed_C19_Sus",36
2020-07-19,"CO_GABed_NonC19",1102
2020-07-19,"CO_GABed_Spare",463
2020-07-19,"CO_IVBed_C19_Con",0
2020-07-19,"CO_IVBed_C19_Rec",0
2020-07-19,"CO_IVBed_C19_Sus",1
2020-07-19,"CO_IVBed_NonC19",11
2020-07-19,"CO_IVBed_Spare",20
2020-07-20,"CO_GABed_C19_Con",5
2020-07-20,"CO_GABed_C19_Rec",14
2020-07-20,"CO_GABed_C19_Sus",20
2020-07-20,"CO_GABed_NonC19",1146
2020-07-20,"CO_GABed_Spare",435
2020-07-20,"CO_IVBed_C19_Con",0
2020-07-20,"CO_IVBed_C19_Rec",0
2020-07-20,"CO_IVBed_C19_Sus",1
2020-07-20,"CO_IVBed_NonC19",12
2020-07-20,"CO_IVBed_Spare",19
2020-07-21,"CO_GABed_C19_Con",5
2020-07-21,"CO_GABed_C19_Rec",13
2020-07-21,"CO_GABed_C19_Sus",23
2020-07-21,"CO_GABed_NonC19",1171
2020-07-21,"CO_GABed_Spare",408
2020-07-21,"CO_IVBed_C19_Con",0
2020-07-21,"CO_IVBed_C19_Rec",0
2020-07-21,"CO_IVBed_C19_Sus",0
2020-07-21,"CO_IVBed_NonC19",11
2020-07-21,"CO_IVBed_Spare",21
2020-07-22,"CO_GABed_C19_Con",5
2020-07-22,"CO_GABed_C19_Rec",14
2020-07-22,"CO_GABed_C19_Sus",26
2020-07-22,"CO_GABed_NonC19",1126
2020-07-22,"CO_GABed_Spare",449
2020-07-22,"CO_IVBed_C19_Con",0
2020-07-22,"CO_IVBed_C19_Rec",0
2020-07-22,"CO_IVBed_C19_Sus",0
2020-07-22,"CO_IVBed_NonC19",10
2020-07-22,"CO_IVBed_Spare",22
2020-07-23,"CO_GABed_C19_Con",6
2020-07-23,"CO_GABed_C19_Rec",14
2020-07-23,"CO_GABed_C19_Sus",17
2020-07-23,"CO_GABed_NonC19",1151
2020-07-23,"CO_GABed_Spare",432
2020-07-23,"CO_IVBed_C19_Con",0
2020-07-23,"CO_IVBed_C19_Rec",0
2020-07-23,"CO_IVBed_C19_Sus",0
2020-07-23,"CO_IVBed_NonC19",9
2020-07-23,"CO_IVBed_Spare",23
2020-07-24,"CO_GABed_C19_Con",6
2020-07-24,"CO_GABed_C19_Rec",13
2020-07-24,"CO_GABed_C19_Sus",30
2020-07-24,"CO_GABed_NonC19",1118
2020-07-24,"CO_GABed_Spare",453
2020-07-24,"CO_IVBed_C19_Con",0
2020-07-24,"CO_IVBed_C19_Rec",0
2020-07-24,"CO_IVBed_C19_Sus",0
2020-07-24,"CO_IVBed_NonC19",10
2020-07-24,"CO_IVBed_Spare",22
2020-07-25,"CO_GABed_C19_Con",3
2020-07-25,"CO_GABed_C19_Rec",15
2020-07-25,"CO_GABed_C19_Sus",28
2020-07-25,"CO_GABed_NonC19",1093
2020-07-25,"CO_GABed_Spare",481
2020-07-25,"CO_IVBed_C19_Con",0
2020-07-25,"CO_IVBed_C19_Rec",0
2020-07-25,"CO_IVBed_C19_Sus",1
2020-07-25,"CO_IVBed_NonC19",10
2020-07-25,"CO_IVBed_Spare",21
2020-07-26,"CO_GABed_C19_Con",2
2020-07-26,"CO_GABed_C19_Rec",16
2020-07-26,"CO_GABed_C19_Sus",46
2020-07-26,"CO_GABed_NonC19",1109
2020-07-26,"CO_GABed_Spare",447
2020-07-26,"CO_IVBed_C19_Con",0
2020-07-26,"CO_IVBed_C19_Rec",0
2020-07-26,"CO_IVBed_C19_Sus",1
2020-07-26,"CO_IVBed_NonC19",9
2020-07-26,"CO_IVBed_Spare",22
2020-07-27,"CO_GABed_C19_Con",3
2020-07-27,"CO_GABed_C19_Rec",16
2020-07-27,"CO_GABed_C19_Sus",27
2020-07-27,"CO_GABed_NonC19",1176
2020-07-27,"CO_GABed_Spare",398
2020-07-27,"CO_IVBed_C19_Con",0
2020-07-27,"CO_IVBed_C19_Rec",0
2020-07-27,"CO_IVBed_C19_Sus",1
2020-07-27,"CO_IVBed_NonC19",8
2020-07-27,"CO_IVBed_Spare",23
2020-07-28,"CO_GABed_C19_Con",4
2020-07-28,"CO_GABed_C19_Rec",17
2020-07-28,"CO_GABed_C19_Sus",30
2020-07-28,"CO_GABed_NonC19",1181
2020-07-28,"CO_GABed_Spare",388
2020-07-28,"CO_IVBed_C19_Con",0
2020-07-28,"CO_IVBed_C19_Rec",0
2020-07-28,"CO_IVBed_C19_Sus",4
2020-07-28,"CO_IVBed_NonC19",9
2020-07-28,"CO_IVBed_Spare",19
2020-07-29,"CO_GABed_C19_Con",4
2020-07-29,"CO_GABed_C19_Rec",14
2020-07-29,"CO_GABed_C19_Sus",38
2020-07-29,"CO_GABed_NonC19",1191
2020-07-29,"CO_GABed_Spare",373
2020-07-29,"CO_IVBed_C19_Con",0
2020-07-29,"CO_IVBed_C19_Rec",0
2020-07-29,"CO_IVBed_C19_Sus",4
2020-07-29,"CO_IVBed_NonC19",15
2020-07-29,"CO_IVBed_Spare",13
2020-07-30,"CO_GABed_C19_Con",4
2020-07-30,"CO_GABed_C19_Rec",14
2020-07-30,"CO_GABed_C19_Sus",39
2020-07-30,"CO_GABed_NonC19",1173
2020-07-30,"CO_GABed_Spare",390
2020-07-30,"CO_IVBed_C19_Con",0
2020-07-30,"CO_IVBed_C19_Rec",0
2020-07-30,"CO_IVBed_C19_Sus",3
2020-07-30,"CO_IVBed_NonC19",17
2020-07-30,"CO_IVBed_Spare",12
2020-07-31,"CO_GABed_C19_Con",4
2020-07-31,"CO_GABed_C19_Rec",11
2020-07-31,"CO_GABed_C19_Sus",26
2020-07-31,"CO_GABed_NonC19",1167
2020-07-31,"CO_GABed_Spare",412
2020-07-31,"CO_IVBed_C19_Con",0
2020-07-31,"CO_IVBed_C19_Rec",0
2020-07-31,"CO_IVBed_C19_Sus",5
2020-07-31,"CO_IVBed_NonC19",13
2020-07-31,"CO_IVBed_Spare",14
2020-08-01,"CO_GABed_C19_Con",4
2020-08-01,"CO_GABed_C19_Rec",12
2020-08-01,"CO_GABed_C19_Sus",21
2020-08-01,"CO_GABed_NonC19",1144
2020-08-01,"CO_GABed_Spare",439
2020-08-01,"CO_IVBed_C19_Con",0
2020-08-01,"CO_IVBed_C19_Rec",0
2020-08-01,"CO_IVBed_C19_Sus",5
2020-08-01,"CO_IVBed_NonC19",13
2020-08-01,"CO_IVBed_Spare",14
2020-08-02,"CO_GABed_C19_Con",5
2020-08-02,"CO_GABed_C19_Rec",12
2020-08-02,"CO_GABed_C19_Sus",33
2020-08-02,"CO_GABed_NonC19",1142
2020-08-02,"CO_GABed_Spare",428
2020-08-02,"CO_IVBed_C19_Con",0
2020-08-02,"CO_IVBed_C19_Rec",0
2020-08-02,"CO_IVBed_C19_Sus",1
2020-08-02,"CO_IVBed_NonC19",13
2020-08-02,"CO_IVBed_Spare",18
2020-08-03,"CO_GABed_C19_Con",4
2020-08-03,"CO_GABed_C19_Rec",14
2020-08-03,"CO_GABed_C19_Sus",32
2020-08-03,"CO_GABed_NonC19",1187
2020-08-03,"CO_GABed_Spare",383
2020-08-03,"CO_IVBed_C19_Con",0
2020-08-03,"CO_IVBed_C19_Rec",0
2020-08-03,"CO_IVBed_C19_Sus",2
2020-08-03,"CO_IVBed_NonC19",18
2020-08-03,"CO_IVBed_Spare",12
2020-08-04,"CO_GABed_C19_Con",4
2020-08-04,"CO_GABed_C19_Rec",11
2020-08-04,"CO_GABed_C19_Sus",25
2020-08-04,"CO_GABed_NonC19",1212
2020-08-04,"CO_GABed_Spare",368
2020-08-04,"CO_IVBed_C19_Con",0
2020-08-04,"CO_IVBed_C19_Rec",0
2020-08-04,"CO_IVBed_C19_Sus",3
2020-08-04,"CO_IVBed_NonC19",16
2020-08-04,"CO_IVBed_Spare",13
2020-08-05,"CO_GABed_C19_Con",2
2020-08-05,"CO_GABed_C19_Rec",12
2020-08-05,"CO_GABed_C19_Sus",27
2020-08-05,"CO_GABed_NonC19",1187
2020-08-05,"CO_GABed_Spare",392
2020-08-05,"CO_IVBed_C19_Con",0
2020-08-05,"CO_IVBed_C19_Rec",0
2020-08-05,"CO_IVBed_C19_Sus",1
2020-08-05,"CO_IVBed_NonC19",16
2020-08-05,"CO_IVBed_Spare",15
2020-08-06,"CO_GABed_C19_Con",2
2020-08-06,"CO_GABed_C19_Rec",10
2020-08-06,"CO_GABed_C19_Sus",32
2020-08-06,"CO_GABed_NonC19",1183
2020-08-06,"CO_GABed_Spare",393
2020-08-06,"CO_IVBed_C19_Con",0
2020-08-06,"CO_IVBed_C19_Rec",0
2020-08-06,"CO_IVBed_C19_Sus",0
2020-08-06,"CO_IVBed_NonC19",13
2020-08-06,"CO_IVBed_Spare",19
2020-08-07,"CO_GABed_C19_Con",2
2020-08-07,"CO_GABed_C19_Rec",11
2020-08-07,"CO_GABed_C19_Sus",14
2020-08-07,"CO_GABed_NonC19",1188
2020-08-07,"CO_GABed_Spare",405
2020-08-07,"CO_IVBed_C19_Con",0
2020-08-07,"CO_IVBed_C19_Rec",0
2020-08-07,"CO_IVBed_C19_Sus",1
2020-08-07,"CO_IVBed_NonC19",15
2020-08-07,"CO_IVBed_Spare",16
2020-08-08,"CO_GABed_C19_Con",1
2020-08-08,"CO_GABed_C19_Rec",11
2020-08-08,"CO_GABed_C19_Sus",31
2020-08-08,"CO_GABed_NonC19",1152
2020-08-08,"CO_GABed_Spare",425
2020-08-08,"CO_IVBed_C19_Con",0
2020-08-08,"CO_IVBed_C19_Rec",0
2020-08-08,"CO_IVBed_C19_Sus",0
2020-08-08,"CO_IVBed_NonC19",16
2020-08-08,"CO_IVBed_Spare",16
2020-08-09,"CO_GABed_C19_Con",1
2020-08-09,"CO_GABed_C19_Rec",12
2020-08-09,"CO_GABed_C19_Sus",29
2020-08-09,"CO_GABed_NonC19",1142
2020-08-09,"CO_GABed_Spare",436
2020-08-09,"CO_IVBed_C19_Con",0
2020-08-09,"CO_IVBed_C19_Rec",0
2020-08-09,"CO_IVBed_C19_Sus",3
2020-08-09,"CO_IVBed_NonC19",13
2020-08-09,"CO_IVBed_Spare",16
2020-08-10,"CO_GABed_C19_Con",1
2020-08-10,"CO_GABed_C19_Rec",12
2020-08-10,"CO_GABed_C19_Sus",28
2020-08-10,"CO_GABed_NonC19",1175
2020-08-10,"CO_GABed_Spare",404
2020-08-10,"CO_IVBed_C19_Con",0
2020-08-10,"CO_IVBed_C19_Rec",0
2020-08-10,"CO_IVBed_C19_Sus",4
2020-08-10,"CO_IVBed_NonC19",17
2020-08-10,"CO_IVBed_Spare",11
2020-08-11,"CO_GABed_C19_Con",1
2020-08-11,"CO_GABed_C19_Rec",11
2020-08-11,"CO_GABed_C19_Sus",28
2020-08-11,"CO_GABed_NonC19",1188
2020-08-11,"CO_GABed_Spare",392
2020-08-11,"CO_IVBed_C19_Con",0
2020-08-11,"CO_IVBed_C19_Rec",0
2020-08-11,"CO_IVBed_C19_Sus",3
2020-08-11,"CO_IVBed_NonC19",21
2020-08-11,"CO_IVBed_Spare",8
2020-08-12,"CO_GABed_C19_Con",2
2020-08-12,"CO_GABed_C19_Rec",11
2020-08-12,"CO_GABed_C19_Sus",23
2020-08-12,"CO_GABed_NonC19",1204
2020-08-12,"CO_GABed_Spare",380
2020-08-12,"CO_IVBed_C19_Con",0
2020-08-12,"CO_IVBed_C19_Rec",0
2020-08-12,"CO_IVBed_C19_Sus",1
2020-08-12,"CO_IVBed_NonC19",21
