"date","health_board","percent_beds_in_use_covid"
2020-05-25,"Cwm Taf University Health Board",0.146037399821906
2020-05-25,"Aneurin Bevan University Health Board",0.0784583620096352
2020-05-25,"Powys Teaching Health Board",0.05
2020-05-25,"Velindre University NHS Trust",0
2020-05-25,"Wales",0.10316625774039
2020-05-26,"Betsi Cadwaladr University Health Board",0.167482327351822
2020-05-26,"Hywel Dda University Health Board",0.0468583599574015
2020-05-26,"Abertawe Bro Morgannwg University Health Board",0.0850111856823266
2020-05-26,"Cardiff and Vale University Health Board",0.118439386901997
2020-05-26,"Cwm Taf University Health Board",0.174273858921162
2020-05-26,"Aneurin Bevan University Health Board",0.0784583620096352
2020-05-26,"Powys Teaching Health Board",0.0642857142857143
2020-05-26,"Velindre University NHS Trust",0.0333333333333333
2020-05-26,"Wales",0.117531491968104
2020-05-27,"Betsi Cadwaladr University Health Board",0.161255411255411
2020-05-27,"Hywel Dda University Health Board",0.0441176470588235
2020-05-27,"Abertawe Bro Morgannwg University Health Board",0.100571428571429
2020-05-27,"Cardiff and Vale University Health Board",0.114723641430562
2020-05-27,"Cwm Taf University Health Board",0.1875
2020-05-27,"Aneurin Bevan University Health Board",0.0839642119752237
2020-05-27,"Powys Teaching Health Board",0.0342465753424658
2020-05-27,"Velindre University NHS Trust",0.121212121212121
2020-05-27,"Wales",0.11905311778291
2020-05-28,"Betsi Cadwaladr University Health Board",0.174493062966916
2020-05-28,"Hywel Dda University Health Board",0.0404564315352697
2020-05-28,"Abertawe Bro Morgannwg University Health Board",0.0898748577929465
2020-05-28,"Cardiff and Vale University Health Board",0.117510450534138
2020-05-28,"Cwm Taf University Health Board",0.205020920502092
2020-05-28,"Aneurin Bevan University Health Board",0.0770818995182381
2020-05-28,"Powys Teaching Health Board",0.0479452054794521
2020-05-28,"Velindre University NHS Trust",0.0333333333333333
2020-05-28,"Wales",0.122268230963883
2020-05-29,"Betsi Cadwaladr University Health Board",0.168929929386203
2020-05-29,"Hywel Dda University Health Board",0.035827186512118
2020-05-29,"Abertawe Bro Morgannwg University Health Board",0.107466063348416
2020-05-29,"Cardiff and Vale University Health Board",0.115652577798421
2020-05-29,"Cwm Taf University Health Board",0.179487179487179
2020-05-29,"Aneurin Bevan University Health Board",0.0770818995182381
2020-05-29,"Powys Teaching Health Board",0.0616438356164384
2020-05-29,"Velindre University NHS Trust",0.0666666666666667
2020-05-29,"Wales",0.118753606462781
2020-05-30,"Betsi Cadwaladr University Health Board",0.180087051142546
2020-05-30,"Hywel Dda University Health Board",0.0378947368421053
2020-05-30,"Abertawe Bro Morgannwg University Health Board",0.108229988726043
2020-05-30,"Cardiff and Vale University Health Board",0.115188109614491
2020-05-30,"Cwm Taf University Health Board",0.17588769611891
2020-05-30,"Aneurin Bevan University Health Board",0.0743289745354439
2020-05-30,"Powys Teaching Health Board",0.0410958904109589
2020-05-30,"Velindre University NHS Trust",0
2020-05-30,"Wales",0.119750807568066
2020-05-31,"Betsi Cadwaladr University Health Board",0.169546436285097
2020-05-31,"Hywel Dda University Health Board",0.0284210526315789
2020-05-31,"Abertawe Bro Morgannwg University Health Board",0.0865168539325843
2020-05-31,"Cardiff and Vale University Health Board",0.11658151416628
2020-05-31,"Cwm Taf University Health Board",0.170651277823578
2020-05-31,"Aneurin Bevan University Health Board",0.0681348933241569
2020-05-31,"Powys Teaching Health Board",0.0479452054794521
2020-05-31,"Velindre University NHS Trust",0
2020-05-31,"Wales",0.113042477264879
2020-06-01,"Betsi Cadwaladr University Health Board",0.170350404312668
2020-06-01,"Hywel Dda University Health Board",0.0442571127502634
2020-06-01,"Abertawe Bro Morgannwg University Health Board",0.0820224719101124
2020-06-01,"Cardiff and Vale University Health Board",0.110078959591268
2020-06-01,"Cwm Taf University Health Board",0.166527893422148
2020-06-01,"Aneurin Bevan University Health Board",0.069511355815554
2020-06-01,"Powys Teaching Health Board",0.123287671232877
2020-06-01,"Velindre University NHS Trust",0
2020-06-01,"Wales",0.113748991586954
2020-06-02,"Betsi Cadwaladr University Health Board",0.18733080671359
2020-06-02,"Hywel Dda University Health Board",0.029504741833509
2020-06-02,"Abertawe Bro Morgannwg University Health Board",0.0719101123595506
2020-06-02,"Cardiff and Vale University Health Board",0.150193263390392
2020-06-02,"Cwm Taf University Health Board",0.176569037656904
2020-06-02,"Aneurin Bevan University Health Board",0.0708878183069511
2020-06-02,"Powys Teaching Health Board",0.13013698630137
2020-06-02,"Velindre University NHS Trust",0.0666666666666667
2020-06-02,"Wales",0.125585867083283
2020-06-03,"Betsi Cadwaladr University Health Board",0.173842841765339
2020-06-03,"Hywel Dda University Health Board",0.0439672801635992
2020-06-03,"Abertawe Bro Morgannwg University Health Board",0.0764044943820225
2020-06-03,"Cardiff and Vale University Health Board",0.133627829928216
2020-06-03,"Cwm Taf University Health Board",0.169795918367347
2020-06-03,"Aneurin Bevan University Health Board",0.0894700619408121
2020-06-03,"Powys Teaching Health Board",0.089041095890411
2020-06-03,"Velindre University NHS Trust",0.1
2020-06-03,"Wales",0.122750566082708
2020-06-04,"Betsi Cadwaladr University Health Board",0.199244060475162
2020-06-04,"Hywel Dda University Health Board",0.0266666666666667
2020-06-04,"Abertawe Bro Morgannwg University Health Board",0.0874861572535991
2020-06-04,"Cardiff and Vale University Health Board",0.137493097736057
2020-06-04,"Cwm Taf University Health Board",0.151490733279613
2020-06-04,"Aneurin Bevan University Health Board",0.0956641431520991
2020-06-04,"Powys Teaching Health Board",0.102739726027397
2020-06-04,"Velindre University NHS Trust",0.3
2020-06-04,"Wales",0.127689929853763
2020-06-05,"Betsi Cadwaladr University Health Board",0.195121951219512
2020-06-05,"Hywel Dda University Health Board",0.0369230769230769
2020-06-05,"Abertawe Bro Morgannwg University Health Board",0.10597519729425
2020-06-05,"Cardiff and Vale University Health Board",0.129762562120375
2020-06-05,"Cwm Taf University Health Board",0.136108887109688
2020-06-05,"Aneurin Bevan University Health Board",0.0784583620096352
2020-06-05,"Powys Teaching Health Board",0.0958904109589041
2020-06-05,"Velindre University NHS Trust",0.0333333333333333
2020-06-05,"Wales",0.121962839447356
2020-06-06,"Betsi Cadwaladr University Health Board",0.193600867678959
2020-06-06,"Hywel Dda University Health Board",0.0477673935617861
2020-06-06,"Abertawe Bro Morgannwg University Health Board",0.120866590649943
2020-06-06,"Cardiff and Vale University Health Board",0.130314743235781
2020-06-06,"Cwm Taf University Health Board",0.148901545972335
2020-06-06,"Aneurin Bevan University Health Board",0.0929112181693049
2020-06-06,"Powys Teaching Health Board",0.0958904109589041
2020-06-06,"Velindre University NHS Trust",0.0666666666666667
2020-06-06,"Wales",0.129175146653897
2020-06-07,"Betsi Cadwaladr University Health Board",0.163943355119826
2020-06-07,"Hywel Dda University Health Board",0.0477178423236514
2020-06-07,"Abertawe Bro Morgannwg University Health Board",0.096921322690992
2020-06-07,"Cardiff and Vale University Health Board",0.113749309773606
2020-06-07,"Cwm Taf University Health Board",0.143429487179487
2020-06-07,"Aneurin Bevan University Health Board",0.0929112181693049
2020-06-07,"Powys Teaching Health Board",0.102739726027397
2020-06-07,"Velindre University NHS Trust",0
2020-06-07,"Wales",0.115600717274357
2020-06-08,"Betsi Cadwaladr University Health Board",0.158721560130011
2020-06-08,"Hywel Dda University Health Board",0.0478128179043744
2020-06-08,"Abertawe Bro Morgannwg University Health Board",0.0543601359003398
2020-06-08,"Cardiff and Vale University Health Board",0.114628820960699
2020-06-08,"Cwm Taf University Health Board",0.136026380873866
2020-06-08,"Aneurin Bevan University Health Board",0.0750172057811425
2020-06-08,"Powys Teaching Health Board",0.102739726027397
2020-06-08,"Velindre University NHS Trust",0
2020-06-08,"Wales",0.105771523968519
2020-06-09,"Betsi Cadwaladr University Health Board",0.165848336061102
2020-06-09,"Hywel Dda University Health Board",0.0354969574036511
2020-06-09,"Abertawe Bro Morgannwg University Health Board",0.0565610859728507
2020-06-09,"Cardiff and Vale University Health Board",0.118995633187773
2020-06-09,"Cwm Taf University Health Board",0.144151565074135
2020-06-09,"Aneurin Bevan University Health Board",0.0619408121128699
2020-06-09,"Powys Teaching Health Board",0.10958904109589
2020-06-09,"Velindre University NHS Trust",0.0333333333333333
2020-06-09,"Wales",0.106111243733588
2020-06-10,"Betsi Cadwaladr University Health Board",0.164113785557987
2020-06-10,"Hywel Dda University Health Board",0.034587995930824
2020-06-10,"Abertawe Bro Morgannwg University Health Board",0.0509626274065685
2020-06-10,"Cardiff and Vale University Health Board",0.109170305676856
2020-06-10,"Cwm Taf University Health Board",0.142506142506143
2020-06-10,"Aneurin Bevan University Health Board",0.0701995870612526
2020-06-10,"Powys Teaching Health Board",0.0958904109589041
2020-06-10,"Velindre University NHS Trust",0
2020-06-10,"Wales",0.103748806112703
2020-06-11,"Betsi Cadwaladr University Health Board",0.160547945205479
2020-06-11,"Hywel Dda University Health Board",0.0515463917525773
2020-06-11,"Abertawe Bro Morgannwg University Health Board",0.0498301245753114
2020-06-11,"Cardiff and Vale University Health Board",0.122816593886463
2020-06-11,"Cwm Taf University Health Board",0.119486768243785
2020-06-11,"Aneurin Bevan University Health Board",0.075705437026841
2020-06-11,"Powys Teaching Health Board",0.0958904109589041
2020-06-11,"Velindre University NHS Trust",0.0333333333333333
2020-06-11,"Wales",0.105652277605533
2020-06-12,"Betsi Cadwaladr University Health Board",0.167211328976035
2020-06-12,"Hywel Dda University Health Board",0.0441025641025641
2020-06-12,"Abertawe Bro Morgannwg University Health Board",0.0540540540540541
2020-06-12,"Cardiff and Vale University Health Board",0.12882096069869
2020-06-12,"Cwm Taf University Health Board",0.12287793047696
2020-06-12,"Aneurin Bevan University Health Board",0.0433585684790089
2020-06-12,"Powys Teaching Health Board",0.102739726027397
2020-06-12,"Velindre University NHS Trust",0
2020-06-12,"Wales",0.102893890675241
2020-06-13,"Betsi Cadwaladr University Health Board",0.164591229020032
2020-06-13,"Hywel Dda University Health Board",0.0504115226337449
2020-06-13,"Abertawe Bro Morgannwg University Health Board",0.0535714285714286
2020-06-13,"Cardiff and Vale University Health Board",0.139737991266376
2020-06-13,"Cwm Taf University Health Board",0.115602263540825
2020-06-13,"Aneurin Bevan University Health Board",0.0523055746730902
2020-06-13,"Powys Teaching Health Board",0.123287671232877
2020-06-13,"Velindre University NHS Trust",0
2020-06-13,"Wales",0.106264115060026
2020-06-14,"Betsi Cadwaladr University Health Board",0.156403269754768
2020-06-14,"Hywel Dda University Health Board",0.0627572016460905
2020-06-14,"Abertawe Bro Morgannwg University Health Board",0.0502232142857143
2020-06-14,"Cardiff and Vale University Health Board",0.111899563318777
2020-06-14,"Cwm Taf University Health Board",0.104284559417947
2020-06-14,"Aneurin Bevan University Health Board",0.0523055746730902
2020-06-14,"Powys Teaching Health Board",0.116438356164384
2020-06-14,"Velindre University NHS Trust",0
2020-06-14,"Wales",0.0976074276871801
2020-06-15,"Betsi Cadwaladr University Health Board",0.150109170305677
2020-06-15,"Hywel Dda University Health Board",0.0462962962962963
2020-06-15,"Abertawe Bro Morgannwg University Health Board",0.0516826923076923
2020-06-15,"Cardiff and Vale University Health Board",0.131550218340611
2020-06-15,"Cwm Taf University Health Board",0.114617940199336
2020-06-15,"Aneurin Bevan University Health Board",0.0369056068133428
2020-06-15,"Powys Teaching Health Board",0.089041095890411
2020-06-15,"Velindre University NHS Trust",0
2020-06-15,"Wales",0.0977352549352065
2020-06-16,"Betsi Cadwaladr University Health Board",0.153888280394304
2020-06-16,"Hywel Dda University Health Board",0.0374873353596758
2020-06-16,"Abertawe Bro Morgannwg University Health Board",0.0528846153846154
2020-06-16,"Cardiff and Vale University Health Board",0.158278145695364
2020-06-16,"Cwm Taf University Health Board",0.115798180314309
2020-06-16,"Aneurin Bevan University Health Board",0.0518097941802697
2020-06-16,"Powys Teaching Health Board",0.089041095890411
2020-06-16,"Velindre University NHS Trust",0.0666666666666667
2020-06-16,"Wales",0.104289847779595
2020-06-17,"Betsi Cadwaladr University Health Board",0.153930131004367
2020-06-17,"Hywel Dda University Health Board",0.038500506585613
2020-06-17,"Abertawe Bro Morgannwg University Health Board",0.0528846153846154
2020-06-17,"Cardiff and Vale University Health Board",0.149668874172185
2020-06-17,"Cwm Taf University Health Board",0.108354011579818
2020-06-17,"Aneurin Bevan University Health Board",0.0603264726756565
2020-06-17,"Powys Teaching Health Board",0.0821917808219178
2020-06-17,"Velindre University NHS Trust",0.133333333333333
2020-06-17,"Wales",0.103331238214959
2020-06-18,"Betsi Cadwaladr University Health Board",0.142618384401114
2020-06-18,"Hywel Dda University Health Board",0.0384615384615385
2020-06-18,"Abertawe Bro Morgannwg University Health Board",0.0401416765053129
2020-06-18,"Cardiff and Vale University Health Board",0.160264900662252
2020-06-18,"Cwm Taf University Health Board",0.0992430613961312
2020-06-18,"Aneurin Bevan University Health Board",0.0695528743789922
2020-06-18,"Powys Teaching Health Board",0.0753424657534247
2020-06-18,"Velindre University NHS Trust",0
2020-06-18,"Wales",0.100707606772808
2020-06-19,"Betsi Cadwaladr University Health Board",0.143558951965065
2020-06-19,"Hywel Dda University Health Board",0.0425101214574899
2020-06-19,"Abertawe Bro Morgannwg University Health Board",0.0438908659549229
2020-06-19,"Cardiff and Vale University Health Board",0.148344370860927
2020-06-19,"Cwm Taf University Health Board",0.102756892230576
2020-06-19,"Aneurin Bevan University Health Board",0.0667139815471966
2020-06-19,"Powys Teaching Health Board",0.10958904109589
2020-06-19,"Velindre University NHS Trust",0.0333333333333333
2020-06-19,"Wales",0.100565681961031
2020-06-20,"Betsi Cadwaladr University Health Board",0.130841121495327
2020-06-20,"Hywel Dda University Health Board",0.0274669379450661
2020-06-20,"Abertawe Bro Morgannwg University Health Board",0.0530660377358491
2020-06-20,"Cardiff and Vale University Health Board",0.150331125827815
2020-06-20,"Cwm Taf University Health Board",0.0803645401822701
2020-06-20,"Aneurin Bevan University Health Board",0.0674237047551455
2020-06-20,"Powys Teaching Health Board",0.10958904109589
2020-06-20,"Velindre University NHS Trust",0
2020-06-20,"Wales",0.0936871227364185
2020-06-21,"Betsi Cadwaladr University Health Board",0.138750690989497
2020-06-21,"Hywel Dda University Health Board",0.0366598778004073
2020-06-21,"Abertawe Bro Morgannwg University Health Board",0.0577830188679245
2020-06-21,"Cardiff and Vale University Health Board",0.155629139072848
2020-06-21,"Cwm Taf University Health Board",0.0753935376967688
2020-06-21,"Aneurin Bevan University Health Board",0.0603264726756565
2020-06-21,"Powys Teaching Health Board",0.0958904109589041
2020-06-21,"Velindre University NHS Trust",0
2020-06-21,"Wales",0.0958317592242791
2020-06-22,"Betsi Cadwaladr University Health Board",0.136013215859031
2020-06-22,"Hywel Dda University Health Board",0.0245649948822927
2020-06-22,"Abertawe Bro Morgannwg University Health Board",0.0742924528301887
2020-06-22,"Cardiff and Vale University Health Board",0.143708609271523
2020-06-22,"Cwm Taf University Health Board",0.0832646331409728
2020-06-22,"Aneurin Bevan University Health Board",0.0418736692689851
2020-06-22,"Powys Teaching Health Board",0.0821917808219178
2020-06-22,"Velindre University NHS Trust",0
2020-06-22,"Wales",0.090954837086426
2020-06-23,"Betsi Cadwaladr University Health Board",0.128642111050027
2020-06-23,"Hywel Dda University Health Board",0.0194871794871795
2020-06-23,"Abertawe Bro Morgannwg University Health Board",0.0480656506447831
2020-06-23,"Cardiff and Vale University Health Board",0.158940397350993
2020-06-23,"Cwm Taf University Health Board",0.0794044665012407
2020-06-23,"Aneurin Bevan University Health Board",0.0525195173882186
2020-06-23,"Powys Teaching Health Board",0.0616438356164384
2020-06-23,"Velindre University NHS Trust",0
2020-06-23,"Wales",0.0896742548107156
2020-06-24,"Betsi Cadwaladr University Health Board",0.12329514457174
2020-06-24,"Hywel Dda University Health Board",0.0270541082164329
2020-06-24,"Abertawe Bro Morgannwg University Health Board",0.041031652989449
2020-06-24,"Cardiff and Vale University Health Board",0.17682119205298
2020-06-24,"Cwm Taf University Health Board",0.0742574257425743
2020-06-24,"Aneurin Bevan University Health Board",0.0731014904187367
2020-06-24,"Powys Teaching Health Board",0.0684931506849315
2020-06-24,"Velindre University NHS Trust",0.1
2020-06-24,"Wales",0.0952321361531723
2020-06-25,"Betsi Cadwaladr University Health Board",0.125204137180185
2020-06-25,"Hywel Dda University Health Board",0.017910447761194
2020-06-25,"Abertawe Bro Morgannwg University Health Board",0.0280701754385965
2020-06-25,"Cardiff and Vale University Health Board",0.15364238410596
2020-06-25,"Cwm Taf University Health Board",0.0778588807785888
2020-06-25,"Aneurin Bevan University Health Board",0.0801987224982257
2020-06-25,"Powys Teaching Health Board",0.0547945205479452
2020-06-25,"Velindre University NHS Trust",0
2020-06-25,"Wales",0.0898442367601246
2020-06-26,"Betsi Cadwaladr University Health Board",0.123571039738704
2020-06-26,"Hywel Dda University Health Board",0.0198216055500496
2020-06-26,"Abertawe Bro Morgannwg University Health Board",0.047953216374269
2020-06-26,"Cardiff and Vale University Health Board",0.147682119205298
2020-06-26,"Cwm Taf University Health Board",0.0762220381110191
2020-06-26,"Aneurin Bevan University Health Board",0.0752306600425834
2020-06-26,"Powys Teaching Health Board",0.0342465753424658
2020-06-26,"Velindre University NHS Trust",0
2020-06-26,"Wales",0.0892165437960765
2020-06-27,"Betsi Cadwaladr University Health Board",0.121937942297224
2020-06-27,"Hywel Dda University Health Board",0.022289766970618
2020-06-27,"Abertawe Bro Morgannwg University Health Board",0.0292397660818713
2020-06-27,"Cardiff and Vale University Health Board",0.139072847682119
2020-06-27,"Cwm Taf University Health Board",0.0546810273405137
2020-06-27,"Aneurin Bevan University Health Board",0.0596167494677076
2020-06-27,"Powys Teaching Health Board",0.0342465753424658
2020-06-27,"Velindre University NHS Trust",0
2020-06-27,"Wales",0.0796892619972435
2020-06-28,"Betsi Cadwaladr University Health Board",0.12636165577342
2020-06-28,"Hywel Dda University Health Board",0.0184237461617195
2020-06-28,"Abertawe Bro Morgannwg University Health Board",0.0390995260663507
2020-06-28,"Cardiff and Vale University Health Board",0.127152317880795
2020-06-28,"Cwm Taf University Health Board",0.067937033968517
2020-06-28,"Aneurin Bevan University Health Board",0.056777856635912
2020-06-28,"Powys Teaching Health Board",0.0410958904109589
2020-06-28,"Velindre University NHS Trust",0
2020-06-28,"Wales",0.0807890438497299
2020-06-29,"Betsi Cadwaladr University Health Board",0.120260021668472
2020-06-29,"Hywel Dda University Health Board",0.0101010101010101
2020-06-29,"Abertawe Bro Morgannwg University Health Board",0.0414691943127962
2020-06-29,"Cardiff and Vale University Health Board",0.127152317880795
2020-06-29,"Cwm Taf University Health Board",0.07
2020-06-29,"Aneurin Bevan University Health Board",0.0418736692689851
2020-06-29,"Powys Teaching Health Board",0.0821917808219178
2020-06-29,"Velindre University NHS Trust",0
2020-06-29,"Wales",0.0769905956112853
2020-06-30,"Betsi Cadwaladr University Health Board",0.111231687466088
2020-06-30,"Hywel Dda University Health Board",0.019723865877712
2020-06-30,"Abertawe Bro Morgannwg University Health Board",0.0414691943127962
2020-06-30,"Cardiff and Vale University Health Board",0.157615894039735
2020-06-30,"Cwm Taf University Health Board",0.0589211618257261
2020-06-30,"Aneurin Bevan University Health Board",0.042583392476934
2020-06-30,"Powys Teaching Health Board",0.0342465753424658
2020-06-30,"Velindre University NHS Trust",0.0333333333333333
2020-06-30,"Wales",0.0793650793650794
2020-07-01,"Betsi Cadwaladr University Health Board",0.108707409410492
2020-07-01,"Hywel Dda University Health Board",0.0197044334975369
2020-07-01,"Abertawe Bro Morgannwg University Health Board",0.0378698224852071
2020-07-01,"Cardiff and Vale University Health Board",0.13046357615894
2020-07-01,"Cwm Taf University Health Board",0.048293089092423
2020-07-01,"Aneurin Bevan University Health Board",0.042583392476934
2020-07-01,"Powys Teaching Health Board",0.0205479452054795
2020-07-01,"Velindre University NHS Trust",0
2020-07-01,"Wales",0.0713304184884447
2020-07-02,"Betsi Cadwaladr University Health Board",0.105576610720087
2020-07-02,"Hywel Dda University Health Board",0.0119047619047619
2020-07-02,"Abertawe Bro Morgannwg University Health Board",0.0411764705882353
2020-07-02,"Cardiff and Vale University Health Board",0.117218543046358
2020-07-02,"Cwm Taf University Health Board",0.0516666666666667
2020-07-02,"Aneurin Bevan University Health Board",0.0432931156848829
2020-07-02,"Powys Teaching Health Board",0.0205479452054795
2020-07-02,"Velindre University NHS Trust",0
2020-07-02,"Wales",0.068125
2020-07-03,"Betsi Cadwaladr University Health Board",0.106243154435926
2020-07-03,"Hywel Dda University Health Board",0.0148809523809524
2020-07-03,"Abertawe Bro Morgannwg University Health Board",0.0328638497652582
2020-07-03,"Cardiff and Vale University Health Board",0.120529801324503
2020-07-03,"Cwm Taf University Health Board",0.0505804311774461
2020-07-03,"Aneurin Bevan University Health Board",0.0397444996451384
2020-07-03,"Powys Teaching Health Board",0.0205479452054795
2020-07-03,"Velindre University NHS Trust",0
2020-07-03,"Wales",0.0674846625766871
2020-07-04,"Betsi Cadwaladr University Health Board",0.10189701897019
2020-07-04,"Hywel Dda University Health Board",0.0119047619047619
2020-07-04,"Abertawe Bro Morgannwg University Health Board",0.028169014084507
2020-07-04,"Cardiff and Vale University Health Board",0.11523178807947
2020-07-04,"Cwm Taf University Health Board",0.0544105523495466
2020-07-04,"Aneurin Bevan University Health Board",0.0553584102200142
2020-07-04,"Powys Teaching Health Board",0.0285714285714286
2020-07-04,"Velindre University NHS Trust",0
2020-07-04,"Wales",0.068190333458224
2020-07-05,"Betsi Cadwaladr University Health Board",0.103466955579632
2020-07-05,"Hywel Dda University Health Board",0.0178571428571429
2020-07-05,"Abertawe Bro Morgannwg University Health Board",0.0363849765258216
2020-07-05,"Cardiff and Vale University Health Board",0.111258278145695
2020-07-05,"Cwm Taf University Health Board",0.0418032786885246
2020-07-05,"Aneurin Bevan University Health Board",0.0475514549325763
2020-07-05,"Powys Teaching Health Board",0.0571428571428571
2020-07-05,"Velindre University NHS Trust",0
2020-07-05,"Wales",0.0666250779787898
2020-07-06,"Betsi Cadwaladr University Health Board",0.0924824229313142
2020-07-06,"Hywel Dda University Health Board",0.0142857142857143
2020-07-06,"Abertawe Bro Morgannwg University Health Board",0.0269953051643192
2020-07-06,"Cardiff and Vale University Health Board",0.119205298013245
2020-07-06,"Cwm Taf University Health Board",0.0450819672131148
2020-07-06,"Aneurin Bevan University Health Board",0.0397444996451384
2020-07-06,"Powys Teaching Health Board",0.0142857142857143
2020-07-06,"Velindre University NHS Trust",0
2020-07-06,"Wales",0.0622828784119107
2020-07-07,"Betsi Cadwaladr University Health Board",0.101135749053542
2020-07-07,"Hywel Dda University Health Board",0.0301850048685492
2020-07-07,"Abertawe Bro Morgannwg University Health Board",0.0269953051643192
2020-07-07,"Cardiff and Vale University Health Board",0.11523178807947
2020-07-07,"Cwm Taf University Health Board",0.0383986928104575
2020-07-07,"Aneurin Bevan University Health Board",0.0440028388928318
2020-07-07,"Powys Teaching Health Board",0.0285714285714286
2020-07-07,"Velindre University NHS Trust",0
2020-07-07,"Wales",0.0656634746922025
2020-07-08,"Betsi Cadwaladr University Health Board",0.0942688805570434
2020-07-08,"Hywel Dda University Health Board",0.0113744075829384
2020-07-08,"Abertawe Bro Morgannwg University Health Board",0.0233644859813084
2020-07-08,"Cardiff and Vale University Health Board",0.11558784676354
2020-07-08,"Cwm Taf University Health Board",0.0428802588996764
2020-07-08,"Aneurin Bevan University Health Board",0.0494505494505494
2020-07-08,"Powys Teaching Health Board",0.0285714285714286
2020-07-08,"Velindre University NHS Trust",0
2020-07-08,"Wales",0.0627912680892813
2020-07-09,"Betsi Cadwaladr University Health Board",0.0960300429184549
2020-07-09,"Hywel Dda University Health Board",0.0123222748815166
2020-07-09,"Abertawe Bro Morgannwg University Health Board",0.0233644859813084
2020-07-09,"Cardiff and Vale University Health Board",0.116248348745046
2020-07-09,"Cwm Taf University Health Board",0.0444810543657331
2020-07-09,"Aneurin Bevan University Health Board",0.0425824175824176
2020-07-09,"Powys Teaching Health Board",0.0285714285714286
2020-07-09,"Velindre University NHS Trust",0
2020-07-09,"Wales",0.0624923114774265
2020-07-10,"Betsi Cadwaladr University Health Board",0.0803096274794388
2020-07-10,"Hywel Dda University Health Board",0.0114537444933921
2020-07-10,"Abertawe Bro Morgannwg University Health Board",0.0203389830508475
2020-07-10,"Cardiff and Vale University Health Board",0.105686032138443
2020-07-10,"Cwm Taf University Health Board",0.0373239436619718
2020-07-10,"Aneurin Bevan University Health Board",0.0327074500302847
2020-07-10,"Powys Teaching Health Board",0.0233918128654971
2020-07-10,"Velindre University NHS Trust",0
2020-07-10,"Wales",0.0523080241587576
2020-07-11,"Betsi Cadwaladr University Health Board",0.0752427184466019
2020-07-11,"Hywel Dda University Health Board",0.0140969162995595
2020-07-11,"Abertawe Bro Morgannwg University Health Board",0.0177966101694915
2020-07-11,"Cardiff and Vale University Health Board",0.102595797280593
2020-07-11,"Cwm Taf University Health Board",0.0408759124087591
2020-07-11,"Aneurin Bevan University Health Board",0.031496062992126
2020-07-11,"Powys Teaching Health Board",0.0292397660818713
2020-07-11,"Velindre University NHS Trust",0
2020-07-11,"Wales",0.0511123168746609
2020-07-12,"Betsi Cadwaladr University Health Board",0.0819592628516004
2020-07-12,"Hywel Dda University Health Board",0.00975177304964539
2020-07-12,"Abertawe Bro Morgannwg University Health Board",0.0211864406779661
2020-07-12,"Cardiff and Vale University Health Board",0.103831891223733
2020-07-12,"Cwm Taf University Health Board",0.0372262773722628
2020-07-12,"Aneurin Bevan University Health Board",0.0436099333737129
2020-07-12,"Powys Teaching Health Board",0.0292397660818713
2020-07-12,"Velindre University NHS Trust",0
2020-07-12,"Wales",0.0543973941368078
2020-07-13,"Betsi Cadwaladr University Health Board",0.0813673567645643
2020-07-13,"Hywel Dda University Health Board",0.0123565754633716
2020-07-13,"Abertawe Bro Morgannwg University Health Board",0.0186440677966102
2020-07-13,"Cardiff and Vale University Health Board",0.103213844252163
2020-07-13,"Cwm Taf University Health Board",0.0418772563176895
2020-07-13,"Aneurin Bevan University Health Board",0.047244094488189
2020-07-13,"Powys Teaching Health Board",0.0233918128654971
2020-07-13,"Velindre University NHS Trust",0
2020-07-13,"Wales",0.0553812871822607
2020-07-14,"Betsi Cadwaladr University Health Board",0.0798845043310876
2020-07-14,"Hywel Dda University Health Board",0.0113636363636364
2020-07-14,"Abertawe Bro Morgannwg University Health Board",0.0194585448392555
2020-07-14,"Cardiff and Vale University Health Board",0.104449938195303
2020-07-14,"Cwm Taf University Health Board",0.03470715835141
2020-07-14,"Aneurin Bevan University Health Board",0.0345245305875227
2020-07-14,"Powys Teaching Health Board",0.00584795321637427
2020-07-14,"Velindre University NHS Trust",0
2020-07-14,"Wales",0.0515285729718051
2020-07-15,"Betsi Cadwaladr University Health Board",0.0808080808080808
2020-07-15,"Hywel Dda University Health Board",0.0122377622377622
2020-07-15,"Abertawe Bro Morgannwg University Health Board",0.0152284263959391
2020-07-15,"Cardiff and Vale University Health Board",0.108158220024722
2020-07-15,"Cwm Taf University Health Board",0.0325379609544469
2020-07-15,"Aneurin Bevan University Health Board",0.0381586917019988
2020-07-15,"Powys Teaching Health Board",0.00584795321637427
2020-07-15,"Velindre University NHS Trust",0.0333333333333333
2020-07-15,"Wales",0.0523871246489523
2020-07-16,"Betsi Cadwaladr University Health Board",0.0776277724204436
2020-07-16,"Hywel Dda University Health Board",0.0191972076788831
2020-07-16,"Abertawe Bro Morgannwg University Health Board",0.0152284263959391
2020-07-16,"Cardiff and Vale University Health Board",0.0982694684796045
2020-07-16,"Cwm Taf University Health Board",0.0339840925524223
2020-07-16,"Aneurin Bevan University Health Board",0.0393700787401575
2020-07-16,"Powys Teaching Health Board",0.00584795321637427
2020-07-16,"Velindre University NHS Trust",0
2020-07-16,"Wales",0.051107509454349
2020-07-17,"Betsi Cadwaladr University Health Board",0.0702519379844961
