"date","health_board","Suspected","Confirmed","Recovering","total_hospitalisations","new_admissions","prev_day_beds_occupied","difference"
2020-04-01,"Abertawe Bro Morgannwg University Health Board",74,49,NA,123,20,NA,NA
2020-04-02,"Abertawe Bro Morgannwg University Health Board",81,59,NA,140,25,123,-8
2020-04-03,"Abertawe Bro Morgannwg University Health Board",77,72,NA,149,23,140,-14
2020-04-04,"Abertawe Bro Morgannwg University Health Board",65,78,NA,143,24,149,-30
2020-04-05,"Abertawe Bro Morgannwg University Health Board",68,105,NA,173,15,143,15
2020-04-06,"Abertawe Bro Morgannwg University Health Board",63,112,NA,175,17,173,-15
2020-04-07,"Abertawe Bro Morgannwg University Health Board",52,138,NA,190,27,175,-12
2020-04-08,"Abertawe Bro Morgannwg University Health Board",55,151,NA,206,36,190,-20
2020-04-09,"Abertawe Bro Morgannwg University Health Board",65,158,NA,223,32,206,-15
2020-04-10,"Abertawe Bro Morgannwg University Health Board",70,189,NA,259,19,223,17
2020-04-11,"Abertawe Bro Morgannwg University Health Board",50,157,NA,207,11,259,-63
2020-04-12,"Abertawe Bro Morgannwg University Health Board",58,170,NA,228,33,207,-12
2020-04-13,"Abertawe Bro Morgannwg University Health Board",65,162,NA,227,5,228,-6
2020-04-14,"Abertawe Bro Morgannwg University Health Board",52,177,NA,229,16,227,-14
2020-04-15,"Abertawe Bro Morgannwg University Health Board",62,174,NA,236,11,229,-4
2020-04-16,"Abertawe Bro Morgannwg University Health Board",82,169,NA,251,12,236,3
2020-04-17,"Abertawe Bro Morgannwg University Health Board",67,165,NA,232,26,251,-45
2020-04-18,"Abertawe Bro Morgannwg University Health Board",58,174,NA,232,15,232,-15
2020-04-19,"Abertawe Bro Morgannwg University Health Board",57,163,NA,220,12,232,-24
2020-04-20,"Abertawe Bro Morgannwg University Health Board",61,168,NA,229,9,220,0
2020-04-21,"Abertawe Bro Morgannwg University Health Board",61,159,NA,220,25,229,-34
2020-04-22,"Abertawe Bro Morgannwg University Health Board",66,148,NA,214,12,220,-18
2020-04-23,"Abertawe Bro Morgannwg University Health Board",48,148,NA,196,18,214,-36
2020-04-24,"Abertawe Bro Morgannwg University Health Board",57,149,NA,206,23,196,-13
2020-04-25,"Abertawe Bro Morgannwg University Health Board",51,144,NA,195,13,206,-24
2020-04-26,"Abertawe Bro Morgannwg University Health Board",55,141,NA,196,24,195,-23
2020-04-27,"Abertawe Bro Morgannwg University Health Board",36,148,NA,184,13,196,-25
2020-04-28,"Abertawe Bro Morgannwg University Health Board",45,125,NA,170,16,184,-30
2020-04-29,"Abertawe Bro Morgannwg University Health Board",55,110,NA,165,22,170,-27
2020-04-30,"Abertawe Bro Morgannwg University Health Board",61,114,NA,175,12,165,-2
2020-05-01,"Abertawe Bro Morgannwg University Health Board",62,101,NA,163,9,175,-21
2020-05-02,"Abertawe Bro Morgannwg University Health Board",54,103,NA,157,23,163,-29
2020-05-03,"Abertawe Bro Morgannwg University Health Board",58,99,NA,157,15,157,-15
2020-05-04,"Abertawe Bro Morgannwg University Health Board",55,97,NA,152,18,157,-23
2020-05-05,"Abertawe Bro Morgannwg University Health Board",46,93,NA,139,12,152,-25
2020-05-06,"Abertawe Bro Morgannwg University Health Board",41,87,NA,128,16,139,-27
2020-05-07,"Abertawe Bro Morgannwg University Health Board",22,83,NA,105,12,128,-35
2020-05-08,"Abertawe Bro Morgannwg University Health Board",33,60,NA,93,12,105,-24
2020-05-09,"Abertawe Bro Morgannwg University Health Board",44,76,NA,120,25,93,2
2020-05-10,"Abertawe Bro Morgannwg University Health Board",31,76,NA,107,6,120,-19
2020-05-11,"Abertawe Bro Morgannwg University Health Board",27,76,NA,103,13,107,-17
2020-05-12,"Abertawe Bro Morgannwg University Health Board",35,50,NA,85,7,103,-25
2020-05-13,"Abertawe Bro Morgannwg University Health Board",25,44,NA,69,8,85,-24
2020-05-14,"Abertawe Bro Morgannwg University Health Board",31,36,NA,67,14,69,-16
2020-05-15,"Abertawe Bro Morgannwg University Health Board",25,31,NA,56,9,67,-20
2020-05-16,"Abertawe Bro Morgannwg University Health Board",30,30,NA,60,13,56,-9
2020-05-17,"Abertawe Bro Morgannwg University Health Board",31,31,NA,62,10,60,-8
2020-05-18,"Abertawe Bro Morgannwg University Health Board",39,23,NA,62,17,62,-17
2020-05-19,"Abertawe Bro Morgannwg University Health Board",36,18,NA,54,14,62,-22
2020-05-20,"Abertawe Bro Morgannwg University Health Board",17,14,NA,31,9,54,-32
2020-05-21,"Abertawe Bro Morgannwg University Health Board",38,19,NA,57,17,31,9
2020-05-22,"Abertawe Bro Morgannwg University Health Board",44,18,NA,62,6,57,-1
2020-05-23,"Abertawe Bro Morgannwg University Health Board",45,15,NA,60,12,62,-14
2020-05-24,"Abertawe Bro Morgannwg University Health Board",30,14,NA,44,12,60,-28
2020-05-25,"Abertawe Bro Morgannwg University Health Board",24,11,NA,35,12,44,-21
2020-05-26,"Abertawe Bro Morgannwg University Health Board",22,12,42,76,10,35,31
2020-05-27,"Abertawe Bro Morgannwg University Health Board",30,11,47,88,18,76,-6
2020-05-28,"Abertawe Bro Morgannwg University Health Board",19,7,53,79,14,88,-23
2020-05-29,"Abertawe Bro Morgannwg University Health Board",24,6,65,95,13,79,3
2020-05-30,"Abertawe Bro Morgannwg University Health Board",25,5,66,96,16,95,-15
2020-05-31,"Abertawe Bro Morgannwg University Health Board",16,5,56,77,9,96,-28
2020-06-01,"Abertawe Bro Morgannwg University Health Board",15,5,53,73,6,77,-10
2020-06-02,"Abertawe Bro Morgannwg University Health Board",19,5,40,64,9,73,-18
2020-06-03,"Abertawe Bro Morgannwg University Health Board",34,5,29,68,16,64,-12
2020-06-04,"Abertawe Bro Morgannwg University Health Board",30,7,42,79,11,68,0
2020-06-05,"Abertawe Bro Morgannwg University Health Board",36,7,51,94,13,79,2
2020-06-06,"Abertawe Bro Morgannwg University Health Board",31,7,68,106,6,94,6
2020-06-07,"Abertawe Bro Morgannwg University Health Board",9,5,71,85,3,106,-24
2020-06-08,"Abertawe Bro Morgannwg University Health Board",14,5,29,48,12,85,-49
2020-06-09,"Abertawe Bro Morgannwg University Health Board",19,5,26,50,6,48,-4
2020-06-10,"Abertawe Bro Morgannwg University Health Board",16,5,24,45,8,50,-13
2020-06-11,"Abertawe Bro Morgannwg University Health Board",15,5,24,44,8,45,-9
2020-06-12,"Abertawe Bro Morgannwg University Health Board",21,4,23,48,9,44,-5
2020-06-13,"Abertawe Bro Morgannwg University Health Board",24,4,20,48,13,48,-13
2020-06-14,"Abertawe Bro Morgannwg University Health Board",21,4,20,45,10,48,-13
2020-06-15,"Abertawe Bro Morgannwg University Health Board",21,5,17,43,8,45,-10
2020-06-16,"Abertawe Bro Morgannwg University Health Board",22,5,17,44,11,43,-10
2020-06-17,"Abertawe Bro Morgannwg University Health Board",23,4,17,44,8,44,-8
2020-06-18,"Abertawe Bro Morgannwg University Health Board",14,4,16,34,5,44,-15
2020-06-19,"Abertawe Bro Morgannwg University Health Board",16,4,17,37,5,34,-2
2020-06-20,"Abertawe Bro Morgannwg University Health Board",23,5,17,45,6,37,2
2020-06-21,"Abertawe Bro Morgannwg University Health Board",27,1,21,49,3,45,1
2020-06-22,"Abertawe Bro Morgannwg University Health Board",24,1,38,63,4,49,10
2020-06-23,"Abertawe Bro Morgannwg University Health Board",23,0,18,41,10,63,-32
2020-06-24,"Abertawe Bro Morgannwg University Health Board",20,0,15,35,7,41,-13
2020-06-25,"Abertawe Bro Morgannwg University Health Board",10,0,14,24,2,35,-13
2020-06-26,"Abertawe Bro Morgannwg University Health Board",26,1,14,41,9,24,8
2020-06-27,"Abertawe Bro Morgannwg University Health Board",10,1,14,25,2,41,-18
2020-06-28,"Abertawe Bro Morgannwg University Health Board",17,2,14,33,6,25,2
2020-06-29,"Abertawe Bro Morgannwg University Health Board",18,2,15,35,7,33,-5
2020-06-30,"Abertawe Bro Morgannwg University Health Board",19,2,14,35,8,35,-8
2020-07-01,"Abertawe Bro Morgannwg University Health Board",16,2,14,32,6,35,-9
2020-07-02,"Abertawe Bro Morgannwg University Health Board",21,2,12,35,10,32,-7
2020-07-03,"Abertawe Bro Morgannwg University Health Board",14,2,12,28,8,35,-15
2020-07-04,"Abertawe Bro Morgannwg University Health Board",11,1,12,24,5,28,-9
2020-07-05,"Abertawe Bro Morgannwg University Health Board",18,1,12,31,3,24,4
2020-07-06,"Abertawe Bro Morgannwg University Health Board",11,1,11,23,4,31,-12
2020-07-07,"Abertawe Bro Morgannwg University Health Board",11,1,11,23,6,23,-6
2020-07-08,"Abertawe Bro Morgannwg University Health Board",9,0,11,20,6,23,-9
2020-07-09,"Abertawe Bro Morgannwg University Health Board",9,0,11,20,5,20,-5
2020-07-10,"Abertawe Bro Morgannwg University Health Board",14,0,10,24,3,20,1
2020-07-11,"Abertawe Bro Morgannwg University Health Board",12,1,8,21,6,24,-9
2020-07-12,"Abertawe Bro Morgannwg University Health Board",14,3,8,25,2,21,2
2020-07-13,"Abertawe Bro Morgannwg University Health Board",10,3,9,22,1,25,-4
2020-07-14,"Abertawe Bro Morgannwg University Health Board",13,1,9,23,3,22,-2
2020-07-15,"Abertawe Bro Morgannwg University Health Board",7,2,9,18,4,23,-9
2020-07-16,"Abertawe Bro Morgannwg University Health Board",5,4,9,18,0,18,0
2020-07-17,"Abertawe Bro Morgannwg University Health Board",15,3,9,27,2,18,7
2020-07-18,"Abertawe Bro Morgannwg University Health Board",13,2,9,24,6,27,-9
2020-07-19,"Abertawe Bro Morgannwg University Health Board",14,2,8,24,5,24,-5
2020-07-20,"Abertawe Bro Morgannwg University Health Board",14,3,8,25,3,24,-2
2020-07-21,"Abertawe Bro Morgannwg University Health Board",18,3,8,29,9,25,-5
2020-07-22,"Abertawe Bro Morgannwg University Health Board",23,4,7,34,7,29,-2
2020-07-23,"Abertawe Bro Morgannwg University Health Board",19,3,5,27,7,34,-14
2020-07-24,"Abertawe Bro Morgannwg University Health Board",6,2,6,14,5,27,-18
2020-07-25,"Abertawe Bro Morgannwg University Health Board",11,3,6,20,4,14,2
2020-07-26,"Abertawe Bro Morgannwg University Health Board",11,2,6,19,8,20,-9
2020-07-27,"Abertawe Bro Morgannwg University Health Board",8,2,6,16,1,19,-4
2020-07-28,"Abertawe Bro Morgannwg University Health Board",5,2,5,12,0,16,-4
2020-07-29,"Abertawe Bro Morgannwg University Health Board",9,2,4,15,3,12,0
2020-07-30,"Abertawe Bro Morgannwg University Health Board",6,2,4,12,2,15,-5
2020-07-31,"Abertawe Bro Morgannwg University Health Board",11,2,4,17,7,12,-2
2020-08-01,"Abertawe Bro Morgannwg University Health Board",15,4,5,24,1,17,6
2020-08-02,"Abertawe Bro Morgannwg University Health Board",15,3,5,23,1,24,-2
2020-08-03,"Abertawe Bro Morgannwg University Health Board",17,3,6,26,4,23,-1
2020-08-04,"Abertawe Bro Morgannwg University Health Board",15,1,4,20,8,26,-14
2020-08-05,"Abertawe Bro Morgannwg University Health Board",9,1,4,14,2,20,-8
2020-08-06,"Abertawe Bro Morgannwg University Health Board",12,0,4,16,5,14,-3
2020-08-07,"Abertawe Bro Morgannwg University Health Board",11,0,4,15,5,16,-6
2020-08-08,"Abertawe Bro Morgannwg University Health Board",9,0,4,13,4,15,-6
2020-08-09,"Abertawe Bro Morgannwg University Health Board",11,0,4,15,2,13,0
2020-08-10,"Abertawe Bro Morgannwg University Health Board",11,0,4,15,1,15,-1
2020-08-11,"Abertawe Bro Morgannwg University Health Board",14,0,3,17,6,15,-4
2020-08-12,"Abertawe Bro Morgannwg University Health Board",12,0,4,16,2,17,-3
2020-08-13,"Abertawe Bro Morgannwg University Health Board",11,0,3,14,2,16,-4
2020-08-14,"Abertawe Bro Morgannwg University Health Board",11,0,4,15,1,14,0
2020-08-15,"Abertawe Bro Morgannwg University Health Board",11,0,4,15,0,15,0
2020-08-16,"Abertawe Bro Morgannwg University Health Board",16,0,4,20,6,15,-1
2020-08-17,"Abertawe Bro Morgannwg University Health Board",8,0,3,11,3,20,-12
2020-08-18,"Abertawe Bro Morgannwg University Health Board",13,0,3,16,6,11,-1
2020-08-19,"Abertawe Bro Morgannwg University Health Board",10,0,3,13,2,16,-5
2020-08-20,"Abertawe Bro Morgannwg University Health Board",16,0,3,19,4,13,2
2020-08-21,"Abertawe Bro Morgannwg University Health Board",14,0,3,17,5,19,-7
2020-08-22,"Abertawe Bro Morgannwg University Health Board",10,0,3,13,2,17,-6
2020-08-23,"Abertawe Bro Morgannwg University Health Board",8,0,3,11,1,13,-3
2020-08-24,"Abertawe Bro Morgannwg University Health Board",4,0,3,7,2,11,-6
2020-08-25,"Abertawe Bro Morgannwg University Health Board",7,0,3,10,2,7,1
2020-08-26,"Abertawe Bro Morgannwg University Health Board",14,0,3,17,2,10,5
2020-08-27,"Abertawe Bro Morgannwg University Health Board",7,0,3,10,2,17,-9
2020-08-28,"Abertawe Bro Morgannwg University Health Board",8,0,2,10,4,10,-4
2020-08-29,"Abertawe Bro Morgannwg University Health Board",4,0,3,7,7,10,-10
2020-08-30,"Abertawe Bro Morgannwg University Health Board",7,0,3,10,2,7,1
2020-08-31,"Abertawe Bro Morgannwg University Health Board",7,0,3,10,1,10,-1
2020-09-01,"Abertawe Bro Morgannwg University Health Board",13,0,3,16,2,10,4
2020-09-02,"Abertawe Bro Morgannwg University Health Board",15,0,3,18,8,16,-6
2020-09-03,"Abertawe Bro Morgannwg University Health Board",5,0,3,8,1,18,-11
2020-09-04,"Abertawe Bro Morgannwg University Health Board",9,0,2,11,3,8,0
2020-09-05,"Abertawe Bro Morgannwg University Health Board",13,0,3,16,2,11,3
2020-09-06,"Abertawe Bro Morgannwg University Health Board",14,0,3,17,2,16,-1
2020-09-07,"Abertawe Bro Morgannwg University Health Board",14,1,3,18,1,17,0
2020-09-08,"Abertawe Bro Morgannwg University Health Board",15,1,3,19,5,18,-4
2020-09-09,"Abertawe Bro Morgannwg University Health Board",11,1,3,15,0,19,-4
2020-09-10,"Abertawe Bro Morgannwg University Health Board",5,1,3,9,1,15,-7
2020-09-11,"Abertawe Bro Morgannwg University Health Board",18,1,3,22,7,9,6
2020-09-12,"Abertawe Bro Morgannwg University Health Board",19,1,4,24,6,22,-4
2020-09-13,"Abertawe Bro Morgannwg University Health Board",14,2,4,20,0,24,-4
2020-09-14,"Abertawe Bro Morgannwg University Health Board",9,2,3,14,0,20,-6
2020-09-15,"Abertawe Bro Morgannwg University Health Board",11,2,3,16,3,14,-1
2020-09-16,"Abertawe Bro Morgannwg University Health Board",14,2,3,19,3,16,0
2020-09-17,"Abertawe Bro Morgannwg University Health Board",6,2,3,11,1,19,-9
2020-09-18,"Abertawe Bro Morgannwg University Health Board",4,2,2,8,3,11,-6
2020-09-19,"Abertawe Bro Morgannwg University Health Board",5,5,3,13,0,8,5
2020-09-20,"Abertawe Bro Morgannwg University Health Board",12,4,3,19,5,13,1
2020-09-21,"Abertawe Bro Morgannwg University Health Board",10,4,3,17,4,19,-6
2020-09-22,"Abertawe Bro Morgannwg University Health Board",8,3,3,14,4,17,-7
2020-09-23,"Abertawe Bro Morgannwg University Health Board",6,4,3,13,2,14,-3
2020-09-24,"Abertawe Bro Morgannwg University Health Board",6,3,3,12,5,13,-6
2020-09-25,"Abertawe Bro Morgannwg University Health Board",7,3,2,12,3,12,-3
2020-09-26,"Abertawe Bro Morgannwg University Health Board",7,3,2,12,1,12,-1
2020-09-27,"Abertawe Bro Morgannwg University Health Board",5,5,2,12,6,12,-6
2020-09-28,"Abertawe Bro Morgannwg University Health Board",8,5,1,14,6,12,-4
2020-09-29,"Abertawe Bro Morgannwg University Health Board",11,5,3,19,5,14,0
2020-09-30,"Abertawe Bro Morgannwg University Health Board",11,5,0,16,5,19,-8
2020-10-01,"Abertawe Bro Morgannwg University Health Board",13,4,1,18,5,16,-3
2020-10-02,"Abertawe Bro Morgannwg University Health Board",9,8,2,19,3,18,-2
2020-10-03,"Abertawe Bro Morgannwg University Health Board",8,9,2,19,2,19,-2
2020-10-04,"Abertawe Bro Morgannwg University Health Board",5,9,2,16,4,19,-7
2020-10-05,"Abertawe Bro Morgannwg University Health Board",13,16,1,30,4,16,10
2020-10-06,"Abertawe Bro Morgannwg University Health Board",13,20,1,34,8,30,-4
2020-10-07,"Abertawe Bro Morgannwg University Health Board",18,18,1,37,5,34,-2
2020-10-08,"Abertawe Bro Morgannwg University Health Board",24,18,1,43,9,37,-3
2020-10-09,"Abertawe Bro Morgannwg University Health Board",13,21,0,34,6,43,-15
2020-10-10,"Abertawe Bro Morgannwg University Health Board",16,20,1,37,10,34,-7
2020-10-11,"Abertawe Bro Morgannwg University Health Board",19,27,1,47,3,37,7
2020-10-12,"Abertawe Bro Morgannwg University Health Board",21,28,2,51,6,47,-2
2020-10-13,"Abertawe Bro Morgannwg University Health Board",28,37,2,67,9,51,7
2020-10-14,"Abertawe Bro Morgannwg University Health Board",31,46,2,79,11,67,1
2020-10-15,"Abertawe Bro Morgannwg University Health Board",31,53,2,86,12,79,-5
2020-10-16,"Abertawe Bro Morgannwg University Health Board",15,58,2,75,6,86,-17
2020-10-17,"Abertawe Bro Morgannwg University Health Board",30,63,1,94,7,75,12
2020-10-18,"Abertawe Bro Morgannwg University Health Board",24,86,1,111,2,94,15
2020-10-19,"Abertawe Bro Morgannwg University Health Board",28,78,1,107,7,111,-11
2020-10-20,"Abertawe Bro Morgannwg University Health Board",19,80,1,100,4,107,-11
2020-10-21,"Abertawe Bro Morgannwg University Health Board",20,100,2,122,9,100,13
2020-10-22,"Abertawe Bro Morgannwg University Health Board",24,83,2,109,7,122,-20
2020-10-23,"Abertawe Bro Morgannwg University Health Board",28,98,1,127,13,109,5
2020-10-24,"Abertawe Bro Morgannwg University Health Board",23,101,2,126,5,127,-6
2020-10-25,"Abertawe Bro Morgannwg University Health Board",24,103,2,129,6,126,-3
2020-10-26,"Abertawe Bro Morgannwg University Health Board",34,115,2,151,5,129,17
2020-10-27,"Abertawe Bro Morgannwg University Health Board",22,119,5,146,10,151,-15
2020-10-28,"Abertawe Bro Morgannwg University Health Board",17,128,4,149,10,146,-7
2020-10-29,"Abertawe Bro Morgannwg University Health Board",33,131,3,167,7,149,11
2020-10-30,"Abertawe Bro Morgannwg University Health Board",21,138,6,165,8,167,-10
2020-10-31,"Abertawe Bro Morgannwg University Health Board",34,139,7,180,11,165,4
2020-11-01,"Abertawe Bro Morgannwg University Health Board",17,149,11,177,9,180,-12
2020-11-02,"Abertawe Bro Morgannwg University Health Board",21,154,7,182,5,177,0
2020-11-03,"Abertawe Bro Morgannwg University Health Board",23,165,4,192,8,182,2
2020-11-04,"Abertawe Bro Morgannwg University Health Board",30,179,11,220,9,192,19
2020-11-05,"Abertawe Bro Morgannwg University Health Board",17,180,12,209,13,220,-24
2020-11-06,"Abertawe Bro Morgannwg University Health Board",16,184,9,209,10,209,-10
2020-11-07,"Abertawe Bro Morgannwg University Health Board",23,186,8,217,7,209,1
2020-11-08,"Abertawe Bro Morgannwg University Health Board",20,197,8,225,5,217,3
2020-11-09,"Abertawe Bro Morgannwg University Health Board",20,200,14,234,5,225,4
2020-11-10,"Abertawe Bro Morgannwg University Health Board",25,196,16,237,11,234,-8
2020-11-11,"Abertawe Bro Morgannwg University Health Board",21,206,17,244,10,237,-3
2020-11-12,"Abertawe Bro Morgannwg University Health Board",19,185,18,222,10,244,-32
2020-11-13,"Abertawe Bro Morgannwg University Health Board",17,212,21,250,6,222,22
2020-11-14,"Abertawe Bro Morgannwg University Health Board",21,220,22,263,8,250,5
2020-11-15,"Abertawe Bro Morgannwg University Health Board",25,234,21,280,8,263,9
2020-11-16,"Abertawe Bro Morgannwg University Health Board",30,242,22,294,9,280,5
2020-11-17,"Abertawe Bro Morgannwg University Health Board",31,233,35,299,6,294,-1
2020-11-18,"Abertawe Bro Morgannwg University Health Board",42,233,31,306,4,299,3
2020-04-01,"Aneurin Bevan University Health Board",97,167,NA,264,74,306,-116
2020-04-02,"Aneurin Bevan University Health Board",57,175,NA,232,29,264,-61
2020-04-03,"Aneurin Bevan University Health Board",61,183,NA,244,31,232,-19
2020-04-04,"Aneurin Bevan University Health Board",62,190,NA,252,13,244,-5
2020-04-05,"Aneurin Bevan University Health Board",78,189,NA,267,30,252,-15
2020-04-06,"Aneurin Bevan University Health Board",74,189,NA,263,27,267,-31
2020-04-07,"Aneurin Bevan University Health Board",69,176,NA,245,63,263,-81
2020-04-08,"Aneurin Bevan University Health Board",81,199,NA,280,24,245,11
2020-04-09,"Aneurin Bevan University Health Board",88,199,NA,287,18,280,-11
2020-04-10,"Aneurin Bevan University Health Board",88,198,NA,286,27,287,-28
2020-04-11,"Aneurin Bevan University Health Board",94,196,NA,290,33,286,-29
2020-04-12,"Aneurin Bevan University Health Board",89,202,NA,291,20,290,-19
2020-04-13,"Aneurin Bevan University Health Board",40,205,NA,245,29,291,-75
2020-04-14,"Aneurin Bevan University Health Board",50,193,NA,243,16,245,-18
2020-04-15,"Aneurin Bevan University Health Board",66,186,NA,252,36,243,-27
2020-04-16,"Aneurin Bevan University Health Board",76,178,NA,254,20,252,-18
2020-04-17,"Aneurin Bevan University Health Board",76,168,NA,244,31,254,-41
2020-04-18,"Aneurin Bevan University Health Board",84,159,NA,243,29,244,-30
2020-04-19,"Aneurin Bevan University Health Board",68,173,NA,241,23,243,-25
2020-04-20,"Aneurin Bevan University Health Board",55,183,NA,238,25,241,-28
2020-04-21,"Aneurin Bevan University Health Board",41,176,NA,217,21,238,-42
2020-04-22,"Aneurin Bevan University Health Board",54,161,NA,215,23,217,-25
2020-04-23,"Aneurin Bevan University Health Board",70,204,NA,274,29,215,30
2020-04-24,"Aneurin Bevan University Health Board",45,191,NA,236,22,274,-60
2020-04-25,"Aneurin Bevan University Health Board",97,183,NA,280,28,236,16
2020-04-26,"Aneurin Bevan University Health Board",63,192,NA,255,19,280,-44
2020-04-27,"Aneurin Bevan University Health Board",69,188,NA,257,20,255,-18
2020-04-28,"Aneurin Bevan University Health Board",63,180,NA,243,36,257,-50
2020-04-29,"Aneurin Bevan University Health Board",39,174,NA,213,17,243,-47
2020-04-30,"Aneurin Bevan University Health Board",47,170,NA,217,25,213,-21
2020-05-01,"Aneurin Bevan University Health Board",44,171,NA,215,25,217,-27
2020-05-02,"Aneurin Bevan University Health Board",45,163,NA,208,23,215,-30
2020-05-03,"Aneurin Bevan University Health Board",37,167,NA,204,15,208,-19
2020-05-04,"Aneurin Bevan University Health Board",31,173,NA,204,16,204,-16
2020-05-05,"Aneurin Bevan University Health Board",30,159,NA,189,19,204,-34
2020-05-06,"Aneurin Bevan University Health Board",30,152,NA,182,21,189,-28
2020-05-07,"Aneurin Bevan University Health Board",49,145,NA,194,17,182,-5
2020-05-08,"Aneurin Bevan University Health Board",56,138,NA,194,16,194,-16
2020-05-09,"Aneurin Bevan University Health Board",30,137,NA,167,10,194,-37
2020-05-10,"Aneurin Bevan University Health Board",37,137,NA,174,13,167,-6
2020-05-11,"Aneurin Bevan University Health Board",29,140,NA,169,14,174,-19
2020-05-12,"Aneurin Bevan University Health Board",37,132,NA,169,19,169,-19
2020-05-13,"Aneurin Bevan University Health Board",29,124,NA,153,24,169,-40
2020-05-14,"Aneurin Bevan University Health Board",20,123,NA,143,12,153,-22
2020-05-15,"Aneurin Bevan University Health Board",26,110,NA,136,17,143,-24
2020-05-16,"Aneurin Bevan University Health Board",36,107,NA,143,20,136,-13
2020-05-17,"Aneurin Bevan University Health Board",29,109,NA,138,10,143,-15
2020-05-18,"Aneurin Bevan University Health Board",26,110,NA,136,11,138,-13
2020-05-19,"Aneurin Bevan University Health Board",18,106,NA,124,15,136,-27
2020-05-20,"Aneurin Bevan University Health Board",30,98,NA,128,16,124,-12
2020-05-21,"Aneurin Bevan University Health Board",38,95,NA,133,10,128,-5
2020-05-22,"Aneurin Bevan University Health Board",34,94,NA,128,10,133,-15
2020-05-23,"Aneurin Bevan University Health Board",42,92,NA,134,19,128,-13
2020-05-24,"Aneurin Bevan University Health Board",42,94,NA,136,11,134,-9
2020-05-25,"Aneurin Bevan University Health Board",22,92,NA,114,8,136,-30
2020-05-26,"Aneurin Bevan University Health Board",22,92,NA,114,12,114,-12
2020-05-27,"Aneurin Bevan University Health Board",38,84,NA,122,15,114,-7
2020-05-28,"Aneurin Bevan University Health Board",36,76,NA,112,14,122,-24
2020-05-29,"Aneurin Bevan University Health Board",41,71,NA,112,10,112,-10
2020-05-30,"Aneurin Bevan University Health Board",41,67,NA,108,10,112,-14
2020-05-31,"Aneurin Bevan University Health Board",27,72,NA,99,8,108,-17
2020-06-01,"Aneurin Bevan University Health Board",26,75,NA,101,11,99,-9
2020-06-02,"Aneurin Bevan University Health Board",24,79,NA,103,17,101,-15
2020-06-03,"Aneurin Bevan University Health Board",55,75,NA,130,18,103,9
2020-06-04,"Aneurin Bevan University Health Board",67,72,NA,139,19,130,-10
2020-06-05,"Aneurin Bevan University Health Board",45,69,NA,114,4,139,-29
2020-06-06,"Aneurin Bevan University Health Board",67,68,NA,135,13,114,8
2020-06-07,"Aneurin Bevan University Health Board",69,66,NA,135,12,135,-12
2020-06-08,"Aneurin Bevan University Health Board",52,35,22,109,7,135,-33
2020-06-09,"Aneurin Bevan University Health Board",36,33,21,90,20,109,-39
2020-06-10,"Aneurin Bevan University Health Board",50,33,19,102,13,90,-1
2020-06-11,"Aneurin Bevan University Health Board",63,30,17,110,20,102,-12
2020-06-12,"Aneurin Bevan University Health Board",24,20,19,63,13,110,-60
2020-06-13,"Aneurin Bevan University Health Board",43,17,16,76,9,63,4
2020-06-14,"Aneurin Bevan University Health Board",37,17,22,76,17,76,-17
2020-06-15,"Aneurin Bevan University Health Board",14,16,22,52,7,76,-31
2020-06-16,"Aneurin Bevan University Health Board",40,15,18,73,15,52,6
2020-06-17,"Aneurin Bevan University Health Board",51,15,19,85,13,73,-1
2020-06-18,"Aneurin Bevan University Health Board",64,14,20,98,14,85,-1
2020-06-19,"Aneurin Bevan University Health Board",63,13,18,94,11,98,-15
2020-06-20,"Aneurin Bevan University Health Board",66,12,17,95,16,94,-15
2020-06-21,"Aneurin Bevan University Health Board",55,13,17,85,11,95,-21
2020-06-22,"Aneurin Bevan University Health Board",28,13,18,59,9,85,-35
2020-06-23,"Aneurin Bevan University Health Board",45,12,17,74,6,59,9
2020-06-24,"Aneurin Bevan University Health Board",77,10,16,103,17,74,12
2020-06-25,"Aneurin Bevan University Health Board",89,10,14,113,14,103,-4
2020-06-26,"Aneurin Bevan University Health Board",81,11,14,106,15,113,-22
2020-06-27,"Aneurin Bevan University Health Board",60,10,14,84,10,106,-32
2020-06-28,"Aneurin Bevan University Health Board",54,11,15,80,6,84,-10
2020-06-29,"Aneurin Bevan University Health Board",34,10,15,59,7,80,-28
2020-06-30,"Aneurin Bevan University Health Board",34,11,15,60,12,59,-11
2020-07-01,"Aneurin Bevan University Health Board",37,6,17,60,11,60,-11
2020-07-02,"Aneurin Bevan University Health Board",37,7,17,61,6,60,-5
2020-07-03,"Aneurin Bevan University Health Board",33,7,16,56,8,61,-13
2020-07-04,"Aneurin Bevan University Health Board",55,7,16,78,18,56,4
2020-07-05,"Aneurin Bevan University Health Board",44,7,16,67,6,78,-17
2020-07-06,"Aneurin Bevan University Health Board",34,6,16,56,4,67,-15
2020-07-07,"Aneurin Bevan University Health Board",40,6,16,62,13,56,-7
2020-07-08,"Aneurin Bevan University Health Board",50,6,16,72,8,62,2
2020-07-09,"Aneurin Bevan University Health Board",42,5,15,62,4,72,-14
2020-07-10,"Aneurin Bevan University Health Board",34,6,14,54,9,62,-17
2020-07-11,"Aneurin Bevan University Health Board",32,5,15,52,11,54,-13
2020-07-12,"Aneurin Bevan University Health Board",51,6,15,72,11,52,9
