"date","health_board","prop_lockdown","lockdown_status","proportion_lockdown"
2020-04-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-27,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-28,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-29,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-30,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-27,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-28,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-29,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-30,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-05-31,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-27,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-28,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-29,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-06-30,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-27,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-28,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-29,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-30,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-07-31,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-27,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-28,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-29,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-30,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-08-31,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-13,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-14,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-15,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-16,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-17,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-18,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-19,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-20,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-21,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-22,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-23,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-24,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-25,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-26,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-09-27,"Cardiff and Vale University Health Board",0.733087574,"Local lockdowns",0.733087574
2020-09-28,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-09-29,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-09-30,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-01,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-02,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-03,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-04,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-05,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-06,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-07,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-08,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-09,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-10,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-11,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-12,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-13,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-14,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-15,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-16,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-17,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-18,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-19,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-20,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-21,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-22,"Cardiff and Vale University Health Board",1,"Local lockdowns",1
2020-10-23,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-24,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-25,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-26,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-27,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-28,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-29,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-30,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-10-31,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-01,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-02,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-03,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-04,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-05,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-06,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-07,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-08,"Cardiff and Vale University Health Board",2,"Firebreak lockdown",2
2020-11-09,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-10,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-11,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-12,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-13,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-14,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-15,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-16,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-17,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-18,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-11-19,"Cardiff and Vale University Health Board",2,"Post-firebreak",0
2020-04-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-17,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-18,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-19,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-20,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-21,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-22,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-23,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-24,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-25,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-26,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-27,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-28,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-29,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-04-30,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-17,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-18,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-19,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-20,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-21,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-22,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-23,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-24,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-25,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-26,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-27,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-28,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-29,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-30,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-05-31,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-17,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-18,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-19,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-20,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-21,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-22,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-23,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-24,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-25,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-26,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-27,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-28,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-29,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-06-30,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-17,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-18,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-19,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-20,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-21,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-22,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-23,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-24,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-25,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-26,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-27,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-28,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-29,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-30,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-07-31,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-17,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-18,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-19,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-20,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-21,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-22,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-23,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-24,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-25,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-26,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-27,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-28,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-29,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-30,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-08-31,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-01,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-02,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-03,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-04,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-05,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-06,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-07,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-08,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-09,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-10,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-11,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-12,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-13,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-14,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-15,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-16,"Cwm Taf University Health Board",0,"No local lockdowns",0
2020-09-17,"Cwm Taf University Health Board",0.537768674,"Local lockdowns",0.537768674
2020-09-18,"Cwm Taf University Health Board",0.537768674,"Local lockdowns",0.537768674
2020-09-19,"Cwm Taf University Health Board",0.537768674,"Local lockdowns",0.537768674
2020-09-20,"Cwm Taf University Health Board",0.537768674,"Local lockdowns",0.537768674
2020-09-21,"Cwm Taf University Health Board",0.537768674,"Local lockdowns",0.537768674
