"date","health_board","prop_lockdown","lockdown_status","proportion_lockdown"
2020-07-30,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-07-31,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-01,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-02,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-03,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-04,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-05,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-06,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-07,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-08,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-09,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-10,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-11,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-12,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-13,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-14,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-15,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-16,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-17,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-18,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-19,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-20,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-21,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-22,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-23,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-24,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-25,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-26,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-27,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-28,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-29,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-30,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-08-31,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-01,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-02,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-03,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-04,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-05,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-06,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-07,"Aneurin Bevan University Health Board",0,"No local lockdowns",0
2020-09-08,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-09,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-10,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-11,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-12,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-13,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-14,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-15,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-16,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-17,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-18,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-19,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-20,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-21,"Aneurin Bevan University Health Board",0.462895766,"Local lockdowns",0.462895766
2020-09-22,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-23,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-24,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-25,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-26,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-27,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-28,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-29,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-09-30,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-01,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-02,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-03,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-04,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-05,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-06,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-07,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-08,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-09,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-10,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-11,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-12,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-13,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-14,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-15,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-16,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-17,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-18,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-19,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-20,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-21,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-22,"Aneurin Bevan University Health Board",0.84080153,"Local lockdowns",0.84080153
2020-10-23,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-24,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-25,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-26,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-27,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-28,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-29,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-30,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-10-31,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-01,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-02,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-03,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-04,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-05,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-06,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-07,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-08,"Aneurin Bevan University Health Board",2,"Firebreak lockdown",2
2020-11-09,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-10,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-11,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-12,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-13,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-14,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-15,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-16,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-17,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-18,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-11-19,"Aneurin Bevan University Health Board",2,"Post-firebreak",0
2020-04-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-04-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-05-31,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-06-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-07-31,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-08-31,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-01,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-02,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-03,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-04,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-05,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-06,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-07,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-08,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-09,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-10,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-11,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-12,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-13,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-14,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-15,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-16,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-17,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-18,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-19,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-20,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-21,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-22,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-23,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-24,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-25,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-26,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-27,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-28,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-29,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-09-30,"Betsi Cadwaladr University Health Board",0,"No local lockdowns",0
2020-10-01,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-02,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-03,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-04,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-05,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-06,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-07,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-08,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-09,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-10,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-11,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-12,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-13,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-14,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-15,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-16,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-17,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-18,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-19,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-20,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-21,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-22,"Betsi Cadwaladr University Health Board",0.721820461,"Local lockdowns",0.721820461
2020-10-23,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-24,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-25,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-26,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-27,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-28,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-29,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-30,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-10-31,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-01,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-02,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-03,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-04,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-05,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-06,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-07,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-08,"Betsi Cadwaladr University Health Board",2,"Firebreak lockdown",2
2020-11-09,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-10,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-11,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-12,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-13,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-14,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-15,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-16,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-17,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-18,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-11-19,"Betsi Cadwaladr University Health Board",2,"Post-firebreak",0
2020-04-01,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-02,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-03,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-04,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-05,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-06,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-07,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-08,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-09,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-10,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-11,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
2020-04-12,"Cardiff and Vale University Health Board",0,"No local lockdowns",0
