"date","health_board","lockdown_status","admission_type","count"
2020-06-08,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-06-08,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",147
2020-06-08,"Aneurin Bevan University Health Board","No local lockdowns","All",154
2020-06-09,"Aneurin Bevan University Health Board","No local lockdowns","C19",20
2020-06-09,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",255
2020-06-09,"Aneurin Bevan University Health Board","No local lockdowns","All",275
2020-06-10,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-06-10,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",239
2020-06-10,"Aneurin Bevan University Health Board","No local lockdowns","All",252
2020-06-11,"Aneurin Bevan University Health Board","No local lockdowns","C19",20
2020-06-11,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",239
2020-06-11,"Aneurin Bevan University Health Board","No local lockdowns","All",259
2020-06-12,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-06-12,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",248
2020-06-12,"Aneurin Bevan University Health Board","No local lockdowns","All",261
2020-06-13,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-06-13,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",232
2020-06-13,"Aneurin Bevan University Health Board","No local lockdowns","All",241
2020-06-14,"Aneurin Bevan University Health Board","No local lockdowns","C19",17
2020-06-14,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",156
2020-06-14,"Aneurin Bevan University Health Board","No local lockdowns","All",173
2020-06-15,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-06-15,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",136
2020-06-15,"Aneurin Bevan University Health Board","No local lockdowns","All",143
2020-06-16,"Aneurin Bevan University Health Board","No local lockdowns","C19",15
2020-06-16,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",259
2020-06-16,"Aneurin Bevan University Health Board","No local lockdowns","All",274
2020-06-17,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-06-17,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",279
2020-06-17,"Aneurin Bevan University Health Board","No local lockdowns","All",292
2020-06-18,"Aneurin Bevan University Health Board","No local lockdowns","C19",14
2020-06-18,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",297
2020-06-18,"Aneurin Bevan University Health Board","No local lockdowns","All",311
2020-06-19,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-06-19,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",258
2020-06-19,"Aneurin Bevan University Health Board","No local lockdowns","All",269
2020-06-20,"Aneurin Bevan University Health Board","No local lockdowns","C19",16
2020-06-20,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",277
2020-06-20,"Aneurin Bevan University Health Board","No local lockdowns","All",293
2020-06-21,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-06-21,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",126
2020-06-21,"Aneurin Bevan University Health Board","No local lockdowns","All",137
2020-06-22,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-06-22,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",130
2020-06-22,"Aneurin Bevan University Health Board","No local lockdowns","All",139
2020-06-23,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-06-23,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",290
2020-06-23,"Aneurin Bevan University Health Board","No local lockdowns","All",296
2020-06-24,"Aneurin Bevan University Health Board","No local lockdowns","C19",17
2020-06-24,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",262
2020-06-24,"Aneurin Bevan University Health Board","No local lockdowns","All",279
2020-06-25,"Aneurin Bevan University Health Board","No local lockdowns","C19",14
2020-06-25,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",287
2020-06-25,"Aneurin Bevan University Health Board","No local lockdowns","All",301
2020-06-26,"Aneurin Bevan University Health Board","No local lockdowns","C19",15
2020-06-26,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",293
2020-06-26,"Aneurin Bevan University Health Board","No local lockdowns","All",308
2020-06-27,"Aneurin Bevan University Health Board","No local lockdowns","C19",10
2020-06-27,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",280
2020-06-27,"Aneurin Bevan University Health Board","No local lockdowns","All",290
2020-06-28,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-06-28,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",160
2020-06-28,"Aneurin Bevan University Health Board","No local lockdowns","All",166
2020-06-29,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-06-29,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",132
2020-06-29,"Aneurin Bevan University Health Board","No local lockdowns","All",139
2020-06-30,"Aneurin Bevan University Health Board","No local lockdowns","C19",12
2020-06-30,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",290
2020-06-30,"Aneurin Bevan University Health Board","No local lockdowns","All",302
2020-07-01,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-07-01,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",251
2020-07-01,"Aneurin Bevan University Health Board","No local lockdowns","All",262
2020-07-02,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-07-02,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",248
2020-07-02,"Aneurin Bevan University Health Board","No local lockdowns","All",254
2020-07-03,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-03,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",262
2020-07-03,"Aneurin Bevan University Health Board","No local lockdowns","All",270
2020-07-04,"Aneurin Bevan University Health Board","No local lockdowns","C19",18
2020-07-04,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",242
2020-07-04,"Aneurin Bevan University Health Board","No local lockdowns","All",260
2020-07-05,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-07-05,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",120
2020-07-05,"Aneurin Bevan University Health Board","No local lockdowns","All",126
2020-07-06,"Aneurin Bevan University Health Board","No local lockdowns","C19",4
2020-07-06,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",140
2020-07-06,"Aneurin Bevan University Health Board","No local lockdowns","All",144
2020-07-07,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-07-07,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",305
2020-07-07,"Aneurin Bevan University Health Board","No local lockdowns","All",318
2020-07-08,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-08,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",290
2020-07-08,"Aneurin Bevan University Health Board","No local lockdowns","All",298
2020-07-09,"Aneurin Bevan University Health Board","No local lockdowns","C19",4
2020-07-09,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",276
2020-07-09,"Aneurin Bevan University Health Board","No local lockdowns","All",280
2020-07-10,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-07-10,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",289
2020-07-10,"Aneurin Bevan University Health Board","No local lockdowns","All",298
2020-07-11,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-07-11,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",249
2020-07-11,"Aneurin Bevan University Health Board","No local lockdowns","All",260
2020-07-12,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-07-12,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",128
2020-07-12,"Aneurin Bevan University Health Board","No local lockdowns","All",139
2020-07-13,"Aneurin Bevan University Health Board","No local lockdowns","C19",12
2020-07-13,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",140
2020-07-13,"Aneurin Bevan University Health Board","No local lockdowns","All",152
2020-07-14,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-07-14,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",263
2020-07-14,"Aneurin Bevan University Health Board","No local lockdowns","All",270
2020-07-15,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-07-15,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",269
2020-07-15,"Aneurin Bevan University Health Board","No local lockdowns","All",278
2020-07-16,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-07-16,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",271
2020-07-16,"Aneurin Bevan University Health Board","No local lockdowns","All",280
2020-07-17,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-07-17,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",273
2020-07-17,"Aneurin Bevan University Health Board","No local lockdowns","All",286
2020-07-18,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-07-18,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",278
2020-07-18,"Aneurin Bevan University Health Board","No local lockdowns","All",289
2020-07-19,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-07-19,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",133
2020-07-19,"Aneurin Bevan University Health Board","No local lockdowns","All",146
2020-07-20,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-07-20,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",116
2020-07-20,"Aneurin Bevan University Health Board","No local lockdowns","All",122
2020-07-21,"Aneurin Bevan University Health Board","No local lockdowns","C19",3
2020-07-21,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",279
2020-07-21,"Aneurin Bevan University Health Board","No local lockdowns","All",282
2020-07-22,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-22,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",283
2020-07-22,"Aneurin Bevan University Health Board","No local lockdowns","All",291
2020-07-23,"Aneurin Bevan University Health Board","No local lockdowns","C19",4
2020-07-23,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",310
2020-07-23,"Aneurin Bevan University Health Board","No local lockdowns","All",314
2020-07-24,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-24,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",257
2020-07-24,"Aneurin Bevan University Health Board","No local lockdowns","All",265
2020-07-25,"Aneurin Bevan University Health Board","No local lockdowns","C19",5
2020-07-25,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",299
2020-07-25,"Aneurin Bevan University Health Board","No local lockdowns","All",304
2020-07-26,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-26,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",157
2020-07-26,"Aneurin Bevan University Health Board","No local lockdowns","All",165
2020-07-27,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-27,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",165
2020-07-27,"Aneurin Bevan University Health Board","No local lockdowns","All",173
2020-07-28,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-07-28,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",303
2020-07-28,"Aneurin Bevan University Health Board","No local lockdowns","All",316
2020-07-29,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-07-29,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",295
2020-07-29,"Aneurin Bevan University Health Board","No local lockdowns","All",303
2020-07-30,"Aneurin Bevan University Health Board","No local lockdowns","C19",14
2020-07-30,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",291
2020-07-30,"Aneurin Bevan University Health Board","No local lockdowns","All",305
2020-07-31,"Aneurin Bevan University Health Board","No local lockdowns","C19",10
2020-07-31,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",288
2020-07-31,"Aneurin Bevan University Health Board","No local lockdowns","All",298
2020-08-01,"Aneurin Bevan University Health Board","No local lockdowns","C19",16
2020-08-01,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",272
2020-08-01,"Aneurin Bevan University Health Board","No local lockdowns","All",288
2020-08-02,"Aneurin Bevan University Health Board","No local lockdowns","C19",3
2020-08-02,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",132
2020-08-02,"Aneurin Bevan University Health Board","No local lockdowns","All",135
2020-08-03,"Aneurin Bevan University Health Board","No local lockdowns","C19",3
2020-08-03,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",131
2020-08-03,"Aneurin Bevan University Health Board","No local lockdowns","All",134
2020-08-04,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-04,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",302
2020-08-04,"Aneurin Bevan University Health Board","No local lockdowns","All",309
2020-08-05,"Aneurin Bevan University Health Board","No local lockdowns","C19",10
2020-08-05,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",265
2020-08-05,"Aneurin Bevan University Health Board","No local lockdowns","All",275
2020-08-06,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-08-06,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",285
2020-08-06,"Aneurin Bevan University Health Board","No local lockdowns","All",291
2020-08-07,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-08-07,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",273
2020-08-07,"Aneurin Bevan University Health Board","No local lockdowns","All",279
2020-08-08,"Aneurin Bevan University Health Board","No local lockdowns","C19",10
2020-08-08,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",266
2020-08-08,"Aneurin Bevan University Health Board","No local lockdowns","All",276
2020-08-09,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-09,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",149
2020-08-09,"Aneurin Bevan University Health Board","No local lockdowns","All",156
2020-08-10,"Aneurin Bevan University Health Board","No local lockdowns","C19",0
2020-08-10,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",162
2020-08-10,"Aneurin Bevan University Health Board","No local lockdowns","All",162
2020-08-11,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-08-11,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",321
2020-08-11,"Aneurin Bevan University Health Board","No local lockdowns","All",329
2020-08-12,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-08-12,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",281
2020-08-12,"Aneurin Bevan University Health Board","No local lockdowns","All",287
2020-08-13,"Aneurin Bevan University Health Board","No local lockdowns","C19",14
2020-08-13,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",298
2020-08-13,"Aneurin Bevan University Health Board","No local lockdowns","All",312
2020-08-14,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-14,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",282
2020-08-14,"Aneurin Bevan University Health Board","No local lockdowns","All",289
2020-08-15,"Aneurin Bevan University Health Board","No local lockdowns","C19",12
2020-08-15,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",302
2020-08-15,"Aneurin Bevan University Health Board","No local lockdowns","All",314
2020-08-16,"Aneurin Bevan University Health Board","No local lockdowns","C19",5
2020-08-16,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",140
2020-08-16,"Aneurin Bevan University Health Board","No local lockdowns","All",145
2020-08-17,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-08-17,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",134
2020-08-17,"Aneurin Bevan University Health Board","No local lockdowns","All",145
2020-08-18,"Aneurin Bevan University Health Board","No local lockdowns","C19",13
2020-08-18,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",325
2020-08-18,"Aneurin Bevan University Health Board","No local lockdowns","All",338
2020-08-19,"Aneurin Bevan University Health Board","No local lockdowns","C19",5
2020-08-19,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",338
2020-08-19,"Aneurin Bevan University Health Board","No local lockdowns","All",343
2020-08-20,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-20,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",307
2020-08-20,"Aneurin Bevan University Health Board","No local lockdowns","All",314
2020-08-21,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-21,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",334
2020-08-21,"Aneurin Bevan University Health Board","No local lockdowns","All",341
2020-08-22,"Aneurin Bevan University Health Board","No local lockdowns","C19",1
2020-08-22,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",289
2020-08-22,"Aneurin Bevan University Health Board","No local lockdowns","All",290
2020-08-23,"Aneurin Bevan University Health Board","No local lockdowns","C19",4
2020-08-23,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",156
2020-08-23,"Aneurin Bevan University Health Board","No local lockdowns","All",160
2020-08-24,"Aneurin Bevan University Health Board","No local lockdowns","C19",1
2020-08-24,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",165
2020-08-24,"Aneurin Bevan University Health Board","No local lockdowns","All",166
2020-08-25,"Aneurin Bevan University Health Board","No local lockdowns","C19",5
2020-08-25,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",326
2020-08-25,"Aneurin Bevan University Health Board","No local lockdowns","All",331
2020-08-26,"Aneurin Bevan University Health Board","No local lockdowns","C19",1
2020-08-26,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",321
2020-08-26,"Aneurin Bevan University Health Board","No local lockdowns","All",322
2020-08-27,"Aneurin Bevan University Health Board","No local lockdowns","C19",7
2020-08-27,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",289
2020-08-27,"Aneurin Bevan University Health Board","No local lockdowns","All",296
2020-08-28,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-08-28,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",304
2020-08-28,"Aneurin Bevan University Health Board","No local lockdowns","All",310
2020-08-29,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-08-29,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",315
2020-08-29,"Aneurin Bevan University Health Board","No local lockdowns","All",326
2020-08-30,"Aneurin Bevan University Health Board","No local lockdowns","C19",12
2020-08-30,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",143
2020-08-30,"Aneurin Bevan University Health Board","No local lockdowns","All",155
2020-08-31,"Aneurin Bevan University Health Board","No local lockdowns","C19",6
2020-08-31,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",134
2020-08-31,"Aneurin Bevan University Health Board","No local lockdowns","All",140
2020-09-01,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-09-01,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",141
2020-09-01,"Aneurin Bevan University Health Board","No local lockdowns","All",152
2020-09-02,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-09-02,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",324
2020-09-02,"Aneurin Bevan University Health Board","No local lockdowns","All",335
2020-09-03,"Aneurin Bevan University Health Board","No local lockdowns","C19",16
2020-09-03,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",306
2020-09-03,"Aneurin Bevan University Health Board","No local lockdowns","All",322
2020-09-04,"Aneurin Bevan University Health Board","No local lockdowns","C19",11
2020-09-04,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",316
2020-09-04,"Aneurin Bevan University Health Board","No local lockdowns","All",327
2020-09-05,"Aneurin Bevan University Health Board","No local lockdowns","C19",9
2020-09-05,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",299
2020-09-05,"Aneurin Bevan University Health Board","No local lockdowns","All",308
2020-09-06,"Aneurin Bevan University Health Board","No local lockdowns","C19",5
2020-09-06,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",154
2020-09-06,"Aneurin Bevan University Health Board","No local lockdowns","All",159
2020-09-07,"Aneurin Bevan University Health Board","No local lockdowns","C19",8
2020-09-07,"Aneurin Bevan University Health Board","No local lockdowns","NonC19",138
2020-09-07,"Aneurin Bevan University Health Board","No local lockdowns","All",146
2020-09-08,"Aneurin Bevan University Health Board","Local lockdowns","C19",16
2020-09-08,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",324
2020-09-08,"Aneurin Bevan University Health Board","Local lockdowns","All",340
2020-09-09,"Aneurin Bevan University Health Board","Local lockdowns","C19",10
2020-09-09,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",272
2020-09-09,"Aneurin Bevan University Health Board","Local lockdowns","All",282
2020-09-10,"Aneurin Bevan University Health Board","Local lockdowns","C19",7
2020-09-10,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",322
2020-09-10,"Aneurin Bevan University Health Board","Local lockdowns","All",329
2020-09-11,"Aneurin Bevan University Health Board","Local lockdowns","C19",6
2020-09-11,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",295
2020-09-11,"Aneurin Bevan University Health Board","Local lockdowns","All",301
2020-09-12,"Aneurin Bevan University Health Board","Local lockdowns","C19",13
2020-09-12,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",289
2020-09-12,"Aneurin Bevan University Health Board","Local lockdowns","All",302
2020-09-13,"Aneurin Bevan University Health Board","Local lockdowns","C19",18
2020-09-13,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",142
2020-09-13,"Aneurin Bevan University Health Board","Local lockdowns","All",160
2020-09-14,"Aneurin Bevan University Health Board","Local lockdowns","C19",8
2020-09-14,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",158
2020-09-14,"Aneurin Bevan University Health Board","Local lockdowns","All",166
2020-09-15,"Aneurin Bevan University Health Board","Local lockdowns","C19",6
2020-09-15,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",285
2020-09-15,"Aneurin Bevan University Health Board","Local lockdowns","All",291
2020-09-16,"Aneurin Bevan University Health Board","Local lockdowns","C19",7
2020-09-16,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",318
2020-09-16,"Aneurin Bevan University Health Board","Local lockdowns","All",325
2020-09-17,"Aneurin Bevan University Health Board","Local lockdowns","C19",7
2020-09-17,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",339
2020-09-17,"Aneurin Bevan University Health Board","Local lockdowns","All",346
2020-09-18,"Aneurin Bevan University Health Board","Local lockdowns","C19",10
2020-09-18,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",278
2020-09-18,"Aneurin Bevan University Health Board","Local lockdowns","All",288
2020-09-19,"Aneurin Bevan University Health Board","Local lockdowns","C19",4
2020-09-19,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",305
2020-09-19,"Aneurin Bevan University Health Board","Local lockdowns","All",309
2020-09-20,"Aneurin Bevan University Health Board","Local lockdowns","C19",0
2020-09-20,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",145
2020-09-20,"Aneurin Bevan University Health Board","Local lockdowns","All",145
2020-09-21,"Aneurin Bevan University Health Board","Local lockdowns","C19",10
2020-09-21,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",149
2020-09-21,"Aneurin Bevan University Health Board","Local lockdowns","All",159
2020-09-22,"Aneurin Bevan University Health Board","Local lockdowns","C19",5
2020-09-22,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",344
2020-09-22,"Aneurin Bevan University Health Board","Local lockdowns","All",349
2020-09-23,"Aneurin Bevan University Health Board","Local lockdowns","C19",5
2020-09-23,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",288
2020-09-23,"Aneurin Bevan University Health Board","Local lockdowns","All",293
2020-09-24,"Aneurin Bevan University Health Board","Local lockdowns","C19",12
2020-09-24,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",298
2020-09-24,"Aneurin Bevan University Health Board","Local lockdowns","All",310
2020-09-25,"Aneurin Bevan University Health Board","Local lockdowns","C19",14
2020-09-25,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",308
2020-09-25,"Aneurin Bevan University Health Board","Local lockdowns","All",322
2020-09-26,"Aneurin Bevan University Health Board","Local lockdowns","C19",18
2020-09-26,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",260
2020-09-26,"Aneurin Bevan University Health Board","Local lockdowns","All",278
2020-09-27,"Aneurin Bevan University Health Board","Local lockdowns","C19",13
2020-09-27,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",128
2020-09-27,"Aneurin Bevan University Health Board","Local lockdowns","All",141
2020-09-28,"Aneurin Bevan University Health Board","Local lockdowns","C19",21
2020-09-28,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",142
2020-09-28,"Aneurin Bevan University Health Board","Local lockdowns","All",163
2020-09-29,"Aneurin Bevan University Health Board","Local lockdowns","C19",23
2020-09-29,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",309
2020-09-29,"Aneurin Bevan University Health Board","Local lockdowns","All",332
2020-09-30,"Aneurin Bevan University Health Board","Local lockdowns","C19",20
2020-09-30,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",322
2020-09-30,"Aneurin Bevan University Health Board","Local lockdowns","All",342
2020-10-01,"Aneurin Bevan University Health Board","Local lockdowns","C19",17
2020-10-01,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",297
2020-10-01,"Aneurin Bevan University Health Board","Local lockdowns","All",314
2020-10-02,"Aneurin Bevan University Health Board","Local lockdowns","C19",48
2020-10-02,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",270
2020-10-02,"Aneurin Bevan University Health Board","Local lockdowns","All",318
2020-10-03,"Aneurin Bevan University Health Board","Local lockdowns","C19",21
2020-10-03,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",276
2020-10-03,"Aneurin Bevan University Health Board","Local lockdowns","All",297
2020-10-04,"Aneurin Bevan University Health Board","Local lockdowns","C19",43
2020-10-04,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",108
2020-10-04,"Aneurin Bevan University Health Board","Local lockdowns","All",151
2020-10-05,"Aneurin Bevan University Health Board","Local lockdowns","C19",26
2020-10-05,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",136
2020-10-05,"Aneurin Bevan University Health Board","Local lockdowns","All",162
2020-10-06,"Aneurin Bevan University Health Board","Local lockdowns","C19",30
2020-10-06,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",329
2020-10-06,"Aneurin Bevan University Health Board","Local lockdowns","All",359
2020-10-07,"Aneurin Bevan University Health Board","Local lockdowns","C19",18
2020-10-07,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",290
2020-10-07,"Aneurin Bevan University Health Board","Local lockdowns","All",308
2020-10-08,"Aneurin Bevan University Health Board","Local lockdowns","C19",28
2020-10-08,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",269
2020-10-08,"Aneurin Bevan University Health Board","Local lockdowns","All",297
2020-10-09,"Aneurin Bevan University Health Board","Local lockdowns","C19",13
2020-10-09,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",296
2020-10-09,"Aneurin Bevan University Health Board","Local lockdowns","All",309
2020-10-10,"Aneurin Bevan University Health Board","Local lockdowns","C19",39
2020-10-10,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",292
2020-10-10,"Aneurin Bevan University Health Board","Local lockdowns","All",331
2020-10-11,"Aneurin Bevan University Health Board","Local lockdowns","C19",31
2020-10-11,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",113
2020-10-11,"Aneurin Bevan University Health Board","Local lockdowns","All",144
2020-10-12,"Aneurin Bevan University Health Board","Local lockdowns","C19",41
2020-10-12,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",117
2020-10-12,"Aneurin Bevan University Health Board","Local lockdowns","All",158
2020-10-13,"Aneurin Bevan University Health Board","Local lockdowns","C19",31
2020-10-13,"Aneurin Bevan University Health Board","Local lockdowns","NonC19",326
2020-10-13,"Aneurin Bevan University Health Board","Local lockdowns","All",357
