"","date","health_board","percent_beds_in_use_covid"
"424",2020-05-20,"Cwm Taf University Health Board",0.170925110132159
"425",2020-05-20,"Aneurin Bevan University Health Board",0.088093599449415
"426",2020-05-20,"Powys Teaching Health Board",0.0704225352112676
"427",2020-05-20,"Velindre University NHS Trust",0.133333333333333
"428",2020-05-20,"Wales",0.0983987003945231
"429",2020-05-21,"Betsi Cadwaladr University Health Board",0.177848775292865
"430",2020-05-21,"Hywel Dda University Health Board",0.0426229508196721
"431",2020-05-21,"Abertawe Bro Morgannwg University Health Board",0.0622950819672131
"432",2020-05-21,"Cardiff and Vale University Health Board",0.0603808639108221
"433",2020-05-21,"Cwm Taf University Health Board",0.158590308370044
"434",2020-05-21,"Aneurin Bevan University Health Board",0.0915347556779078
"435",2020-05-21,"Powys Teaching Health Board",0.0563380281690141
"436",2020-05-21,"Velindre University NHS Trust",0.1
"437",2020-05-21,"Wales",0.102540308548892
"438",2020-05-22,"Betsi Cadwaladr University Health Board",0.178857447944474
"439",2020-05-22,"Hywel Dda University Health Board",0.0451541850220264
"440",2020-05-22,"Abertawe Bro Morgannwg University Health Board",0.06775956284153
"441",2020-05-22,"Cardiff and Vale University Health Board",0.11658151416628
"442",2020-05-22,"Cwm Taf University Health Board",0.164737310774711
"443",2020-05-22,"Aneurin Bevan University Health Board",0.088093599449415
"444",2020-05-22,"Powys Teaching Health Board",0.05
"445",2020-05-22,"Velindre University NHS Trust",0.2
"446",2020-05-22,"Wales",0.118091913903432
"447",2020-05-23,"Betsi Cadwaladr University Health Board",0.188568376068376
"448",2020-05-23,"Hywel Dda University Health Board",0.054083885209713
"449",2020-05-23,"Abertawe Bro Morgannwg University Health Board",0.0687285223367698
"450",2020-05-23,"Cardiff and Vale University Health Board",0.105898745935903
"451",2020-05-23,"Cwm Taf University Health Board",0.179982440737489
"452",2020-05-23,"Aneurin Bevan University Health Board",0.0922229869236063
"453",2020-05-23,"Powys Teaching Health Board",0.0571428571428571
"454",2020-05-23,"Velindre University NHS Trust",0.2
"455",2020-05-23,"Wales",0.121760448283913
"456",2020-05-24,"Betsi Cadwaladr University Health Board",0.166666666666667
"457",2020-05-24,"Hywel Dda University Health Board",0.0460157126823793
"458",2020-05-24,"Abertawe Bro Morgannwg University Health Board",0.049438202247191
"459",2020-05-24,"Cardiff and Vale University Health Board",0.106827682303762
"460",2020-05-24,"Cwm Taf University Health Board",0.155399473222125
"461",2020-05-24,"Aneurin Bevan University Health Board",0.0935994494150034
"462",2020-05-24,"Powys Teaching Health Board",0.0571428571428571
"463",2020-05-24,"Velindre University NHS Trust",0.1
"464",2020-05-24,"Wales",0.110955384256015
"465",2020-05-25,"Betsi Cadwaladr University Health Board",0.161583734617442
"466",2020-05-25,"Hywel Dda University Health Board",0.0422222222222222
"467",2020-05-25,"Abertawe Bro Morgannwg University Health Board",0.0392817059483726
"468",2020-05-25,"Cardiff and Vale University Health Board",0.103576405016256
"469",2020-05-25,"Cwm Taf University Health Board",0.146037399821906
"470",2020-05-25,"Aneurin Bevan University Health Board",0.0784583620096352
"471",2020-05-25,"Powys Teaching Health Board",0.05
"472",2020-05-25,"Velindre University NHS Trust",0
"473",2020-05-25,"Wales",0.10316625774039
"474",2020-05-26,"Betsi Cadwaladr University Health Board",0.167482327351822
"475",2020-05-26,"Hywel Dda University Health Board",0.0468583599574015
"476",2020-05-26,"Abertawe Bro Morgannwg University Health Board",0.0850111856823266
"477",2020-05-26,"Cardiff and Vale University Health Board",0.118439386901997
"478",2020-05-26,"Cwm Taf University Health Board",0.174273858921162
"479",2020-05-26,"Aneurin Bevan University Health Board",0.0784583620096352
"480",2020-05-26,"Powys Teaching Health Board",0.0642857142857143
"481",2020-05-26,"Velindre University NHS Trust",0.0333333333333333
"482",2020-05-26,"Wales",0.117531491968104
"483",2020-05-27,"Betsi Cadwaladr University Health Board",0.161255411255411
"484",2020-05-27,"Hywel Dda University Health Board",0.0441176470588235
"485",2020-05-27,"Abertawe Bro Morgannwg University Health Board",0.100571428571429
"486",2020-05-27,"Cardiff and Vale University Health Board",0.114723641430562
"487",2020-05-27,"Cwm Taf University Health Board",0.1875
"488",2020-05-27,"Aneurin Bevan University Health Board",0.0839642119752237
"489",2020-05-27,"Powys Teaching Health Board",0.0342465753424658
"490",2020-05-27,"Velindre University NHS Trust",0.121212121212121
"491",2020-05-27,"Wales",0.11905311778291
"492",2020-05-28,"Betsi Cadwaladr University Health Board",0.174493062966916
"493",2020-05-28,"Hywel Dda University Health Board",0.0404564315352697
"494",2020-05-28,"Abertawe Bro Morgannwg University Health Board",0.0898748577929465
"495",2020-05-28,"Cardiff and Vale University Health Board",0.117510450534138
"496",2020-05-28,"Cwm Taf University Health Board",0.205020920502092
"497",2020-05-28,"Aneurin Bevan University Health Board",0.0770818995182381
"498",2020-05-28,"Powys Teaching Health Board",0.0479452054794521
"499",2020-05-28,"Velindre University NHS Trust",0.0333333333333333
"500",2020-05-28,"Wales",0.122268230963883
"501",2020-05-29,"Betsi Cadwaladr University Health Board",0.168929929386203
"502",2020-05-29,"Hywel Dda University Health Board",0.035827186512118
"503",2020-05-29,"Abertawe Bro Morgannwg University Health Board",0.107466063348416
"504",2020-05-29,"Cardiff and Vale University Health Board",0.115652577798421
"505",2020-05-29,"Cwm Taf University Health Board",0.179487179487179
"506",2020-05-29,"Aneurin Bevan University Health Board",0.0770818995182381
"507",2020-05-29,"Powys Teaching Health Board",0.0616438356164384
"508",2020-05-29,"Velindre University NHS Trust",0.0666666666666667
"509",2020-05-29,"Wales",0.118753606462781
"510",2020-05-30,"Betsi Cadwaladr University Health Board",0.180087051142546
"511",2020-05-30,"Hywel Dda University Health Board",0.0378947368421053
"512",2020-05-30,"Abertawe Bro Morgannwg University Health Board",0.108229988726043
"513",2020-05-30,"Cardiff and Vale University Health Board",0.115188109614491
"514",2020-05-30,"Cwm Taf University Health Board",0.17588769611891
"515",2020-05-30,"Aneurin Bevan University Health Board",0.0743289745354439
"516",2020-05-30,"Powys Teaching Health Board",0.0410958904109589
"517",2020-05-30,"Velindre University NHS Trust",0
"518",2020-05-30,"Wales",0.119750807568066
"519",2020-05-31,"Betsi Cadwaladr University Health Board",0.169546436285097
"520",2020-05-31,"Hywel Dda University Health Board",0.0284210526315789
"521",2020-05-31,"Abertawe Bro Morgannwg University Health Board",0.0865168539325843
"522",2020-05-31,"Cardiff and Vale University Health Board",0.11658151416628
"523",2020-05-31,"Cwm Taf University Health Board",0.170651277823578
"524",2020-05-31,"Aneurin Bevan University Health Board",0.0681348933241569
"525",2020-05-31,"Powys Teaching Health Board",0.0479452054794521
"526",2020-05-31,"Velindre University NHS Trust",0
"527",2020-05-31,"Wales",0.113042477264879
"528",2020-06-01,"Betsi Cadwaladr University Health Board",0.170350404312668
"529",2020-06-01,"Hywel Dda University Health Board",0.0442571127502634
"530",2020-06-01,"Abertawe Bro Morgannwg University Health Board",0.0820224719101124
"531",2020-06-01,"Cardiff and Vale University Health Board",0.110078959591268
"532",2020-06-01,"Cwm Taf University Health Board",0.166527893422148
"533",2020-06-01,"Aneurin Bevan University Health Board",0.069511355815554
"534",2020-06-01,"Powys Teaching Health Board",0.123287671232877
"535",2020-06-01,"Velindre University NHS Trust",0
"536",2020-06-01,"Wales",0.113748991586954
"537",2020-06-02,"Betsi Cadwaladr University Health Board",0.18733080671359
"538",2020-06-02,"Hywel Dda University Health Board",0.029504741833509
"539",2020-06-02,"Abertawe Bro Morgannwg University Health Board",0.0719101123595506
"540",2020-06-02,"Cardiff and Vale University Health Board",0.150193263390392
"541",2020-06-02,"Cwm Taf University Health Board",0.176569037656904
"542",2020-06-02,"Aneurin Bevan University Health Board",0.0708878183069511
"543",2020-06-02,"Powys Teaching Health Board",0.13013698630137
"544",2020-06-02,"Velindre University NHS Trust",0.0666666666666667
"545",2020-06-02,"Wales",0.125585867083283
"546",2020-06-03,"Betsi Cadwaladr University Health Board",0.173842841765339
"547",2020-06-03,"Hywel Dda University Health Board",0.0439672801635992
"548",2020-06-03,"Abertawe Bro Morgannwg University Health Board",0.0764044943820225
"549",2020-06-03,"Cardiff and Vale University Health Board",0.133627829928216
"550",2020-06-03,"Cwm Taf University Health Board",0.169795918367347
"551",2020-06-03,"Aneurin Bevan University Health Board",0.0894700619408121
"552",2020-06-03,"Powys Teaching Health Board",0.089041095890411
"553",2020-06-03,"Velindre University NHS Trust",0.1
"554",2020-06-03,"Wales",0.122750566082708
"555",2020-06-04,"Betsi Cadwaladr University Health Board",0.199244060475162
"556",2020-06-04,"Hywel Dda University Health Board",0.0266666666666667
"557",2020-06-04,"Abertawe Bro Morgannwg University Health Board",0.0874861572535991
"558",2020-06-04,"Cardiff and Vale University Health Board",0.137493097736057
"559",2020-06-04,"Cwm Taf University Health Board",0.151490733279613
"560",2020-06-04,"Aneurin Bevan University Health Board",0.0956641431520991
"561",2020-06-04,"Powys Teaching Health Board",0.102739726027397
"562",2020-06-04,"Velindre University NHS Trust",0.3
"563",2020-06-04,"Wales",0.127689929853763
"564",2020-06-05,"Betsi Cadwaladr University Health Board",0.195121951219512
"565",2020-06-05,"Hywel Dda University Health Board",0.0369230769230769
"566",2020-06-05,"Abertawe Bro Morgannwg University Health Board",0.10597519729425
"567",2020-06-05,"Cardiff and Vale University Health Board",0.129762562120375
"568",2020-06-05,"Cwm Taf University Health Board",0.136108887109688
"569",2020-06-05,"Aneurin Bevan University Health Board",0.0784583620096352
"570",2020-06-05,"Powys Teaching Health Board",0.0958904109589041
"571",2020-06-05,"Velindre University NHS Trust",0.0333333333333333
"572",2020-06-05,"Wales",0.121962839447356
"573",2020-06-06,"Betsi Cadwaladr University Health Board",0.193600867678959
"574",2020-06-06,"Hywel Dda University Health Board",0.0477673935617861
"575",2020-06-06,"Abertawe Bro Morgannwg University Health Board",0.120866590649943
"576",2020-06-06,"Cardiff and Vale University Health Board",0.130314743235781
"577",2020-06-06,"Cwm Taf University Health Board",0.148901545972335
"578",2020-06-06,"Aneurin Bevan University Health Board",0.0929112181693049
"579",2020-06-06,"Powys Teaching Health Board",0.0958904109589041
"580",2020-06-06,"Velindre University NHS Trust",0.0666666666666667
"581",2020-06-06,"Wales",0.129175146653897
"582",2020-06-07,"Betsi Cadwaladr University Health Board",0.163943355119826
"583",2020-06-07,"Hywel Dda University Health Board",0.0477178423236514
"584",2020-06-07,"Abertawe Bro Morgannwg University Health Board",0.096921322690992
"585",2020-06-07,"Cardiff and Vale University Health Board",0.113749309773606
"586",2020-06-07,"Cwm Taf University Health Board",0.143429487179487
"587",2020-06-07,"Aneurin Bevan University Health Board",0.0929112181693049
"588",2020-06-07,"Powys Teaching Health Board",0.102739726027397
"589",2020-06-07,"Velindre University NHS Trust",0
"590",2020-06-07,"Wales",0.115600717274357
"591",2020-06-08,"Betsi Cadwaladr University Health Board",0.158721560130011
"592",2020-06-08,"Hywel Dda University Health Board",0.0478128179043744
"593",2020-06-08,"Abertawe Bro Morgannwg University Health Board",0.0543601359003398
"594",2020-06-08,"Cardiff and Vale University Health Board",0.114628820960699
"595",2020-06-08,"Cwm Taf University Health Board",0.136026380873866
"596",2020-06-08,"Aneurin Bevan University Health Board",0.0750172057811425
"597",2020-06-08,"Powys Teaching Health Board",0.102739726027397
"598",2020-06-08,"Velindre University NHS Trust",0
"599",2020-06-08,"Wales",0.105771523968519
"600",2020-06-09,"Betsi Cadwaladr University Health Board",0.165848336061102
"601",2020-06-09,"Hywel Dda University Health Board",0.0354969574036511
"602",2020-06-09,"Abertawe Bro Morgannwg University Health Board",0.0565610859728507
"603",2020-06-09,"Cardiff and Vale University Health Board",0.118995633187773
"604",2020-06-09,"Cwm Taf University Health Board",0.144151565074135
"605",2020-06-09,"Aneurin Bevan University Health Board",0.0619408121128699
"606",2020-06-09,"Powys Teaching Health Board",0.10958904109589
"607",2020-06-09,"Velindre University NHS Trust",0.0333333333333333
"608",2020-06-09,"Wales",0.106111243733588
"609",2020-06-10,"Betsi Cadwaladr University Health Board",0.164113785557987
"610",2020-06-10,"Hywel Dda University Health Board",0.034587995930824
"611",2020-06-10,"Abertawe Bro Morgannwg University Health Board",0.0509626274065685
"612",2020-06-10,"Cardiff and Vale University Health Board",0.109170305676856
"613",2020-06-10,"Cwm Taf University Health Board",0.142506142506143
"614",2020-06-10,"Aneurin Bevan University Health Board",0.0701995870612526
"615",2020-06-10,"Powys Teaching Health Board",0.0958904109589041
"616",2020-06-10,"Velindre University NHS Trust",0
"617",2020-06-10,"Wales",0.103748806112703
"618",2020-06-11,"Betsi Cadwaladr University Health Board",0.160547945205479
"619",2020-06-11,"Hywel Dda University Health Board",0.0515463917525773
"620",2020-06-11,"Abertawe Bro Morgannwg University Health Board",0.0498301245753114
"621",2020-06-11,"Cardiff and Vale University Health Board",0.122816593886463
"622",2020-06-11,"Cwm Taf University Health Board",0.119486768243785
"623",2020-06-11,"Aneurin Bevan University Health Board",0.075705437026841
"624",2020-06-11,"Powys Teaching Health Board",0.0958904109589041
"625",2020-06-11,"Velindre University NHS Trust",0.0333333333333333
"626",2020-06-11,"Wales",0.105652277605533
"627",2020-06-12,"Betsi Cadwaladr University Health Board",0.167211328976035
"628",2020-06-12,"Hywel Dda University Health Board",0.0441025641025641
"629",2020-06-12,"Abertawe Bro Morgannwg University Health Board",0.0540540540540541
"630",2020-06-12,"Cardiff and Vale University Health Board",0.12882096069869
"631",2020-06-12,"Cwm Taf University Health Board",0.12287793047696
"632",2020-06-12,"Aneurin Bevan University Health Board",0.0433585684790089
"633",2020-06-12,"Powys Teaching Health Board",0.102739726027397
"634",2020-06-12,"Velindre University NHS Trust",0
"635",2020-06-12,"Wales",0.102893890675241
"636",2020-06-13,"Betsi Cadwaladr University Health Board",0.164591229020032
"637",2020-06-13,"Hywel Dda University Health Board",0.0504115226337449
"638",2020-06-13,"Abertawe Bro Morgannwg University Health Board",0.0535714285714286
"639",2020-06-13,"Cardiff and Vale University Health Board",0.139737991266376
"640",2020-06-13,"Cwm Taf University Health Board",0.115602263540825
"641",2020-06-13,"Aneurin Bevan University Health Board",0.0523055746730902
"642",2020-06-13,"Powys Teaching Health Board",0.123287671232877
"643",2020-06-13,"Velindre University NHS Trust",0
"644",2020-06-13,"Wales",0.106264115060026
"645",2020-06-14,"Betsi Cadwaladr University Health Board",0.156403269754768
"646",2020-06-14,"Hywel Dda University Health Board",0.0627572016460905
"647",2020-06-14,"Abertawe Bro Morgannwg University Health Board",0.0502232142857143
"648",2020-06-14,"Cardiff and Vale University Health Board",0.111899563318777
"649",2020-06-14,"Cwm Taf University Health Board",0.104284559417947
"650",2020-06-14,"Aneurin Bevan University Health Board",0.0523055746730902
"651",2020-06-14,"Powys Teaching Health Board",0.116438356164384
"652",2020-06-14,"Velindre University NHS Trust",0
"653",2020-06-14,"Wales",0.0976074276871801
"654",2020-06-15,"Betsi Cadwaladr University Health Board",0.150109170305677
"655",2020-06-15,"Hywel Dda University Health Board",0.0462962962962963
"656",2020-06-15,"Abertawe Bro Morgannwg University Health Board",0.0516826923076923
"657",2020-06-15,"Cardiff and Vale University Health Board",0.131550218340611
"658",2020-06-15,"Cwm Taf University Health Board",0.114617940199336
"659",2020-06-15,"Aneurin Bevan University Health Board",0.0369056068133428
"660",2020-06-15,"Powys Teaching Health Board",0.089041095890411
"661",2020-06-15,"Velindre University NHS Trust",0
"662",2020-06-15,"Wales",0.0977352549352065
"663",2020-06-16,"Betsi Cadwaladr University Health Board",0.153888280394304
"664",2020-06-16,"Hywel Dda University Health Board",0.0374873353596758
"665",2020-06-16,"Abertawe Bro Morgannwg University Health Board",0.0528846153846154
"666",2020-06-16,"Cardiff and Vale University Health Board",0.158278145695364
"667",2020-06-16,"Cwm Taf University Health Board",0.115798180314309
"668",2020-06-16,"Aneurin Bevan University Health Board",0.0518097941802697
"669",2020-06-16,"Powys Teaching Health Board",0.089041095890411
"670",2020-06-16,"Velindre University NHS Trust",0.0666666666666667
"671",2020-06-16,"Wales",0.104289847779595
"672",2020-06-17,"Betsi Cadwaladr University Health Board",0.153930131004367
"673",2020-06-17,"Hywel Dda University Health Board",0.038500506585613
"674",2020-06-17,"Abertawe Bro Morgannwg University Health Board",0.0528846153846154
"675",2020-06-17,"Cardiff and Vale University Health Board",0.149668874172185
"676",2020-06-17,"Cwm Taf University Health Board",0.108354011579818
"677",2020-06-17,"Aneurin Bevan University Health Board",0.0603264726756565
"678",2020-06-17,"Powys Teaching Health Board",0.0821917808219178
"679",2020-06-17,"Velindre University NHS Trust",0.133333333333333
"680",2020-06-17,"Wales",0.103331238214959
"681",2020-06-18,"Betsi Cadwaladr University Health Board",0.142618384401114
"682",2020-06-18,"Hywel Dda University Health Board",0.0384615384615385
"683",2020-06-18,"Abertawe Bro Morgannwg University Health Board",0.0401416765053129
"684",2020-06-18,"Cardiff and Vale University Health Board",0.160264900662252
"685",2020-06-18,"Cwm Taf University Health Board",0.0992430613961312
"686",2020-06-18,"Aneurin Bevan University Health Board",0.0695528743789922
"687",2020-06-18,"Powys Teaching Health Board",0.0753424657534247
"688",2020-06-18,"Velindre University NHS Trust",0
"689",2020-06-18,"Wales",0.100707606772808
"690",2020-06-19,"Betsi Cadwaladr University Health Board",0.143558951965065
"691",2020-06-19,"Hywel Dda University Health Board",0.0425101214574899
"692",2020-06-19,"Abertawe Bro Morgannwg University Health Board",0.0438908659549229
"693",2020-06-19,"Cardiff and Vale University Health Board",0.148344370860927
"694",2020-06-19,"Cwm Taf University Health Board",0.102756892230576
"695",2020-06-19,"Aneurin Bevan University Health Board",0.0667139815471966
"696",2020-06-19,"Powys Teaching Health Board",0.10958904109589
"697",2020-06-19,"Velindre University NHS Trust",0.0333333333333333
"698",2020-06-19,"Wales",0.100565681961031
"699",2020-06-20,"Betsi Cadwaladr University Health Board",0.130841121495327
"700",2020-06-20,"Hywel Dda University Health Board",0.0274669379450661
"701",2020-06-20,"Abertawe Bro Morgannwg University Health Board",0.0530660377358491
"702",2020-06-20,"Cardiff and Vale University Health Board",0.150331125827815
"703",2020-06-20,"Cwm Taf University Health Board",0.0803645401822701
"704",2020-06-20,"Aneurin Bevan University Health Board",0.0674237047551455
"705",2020-06-20,"Powys Teaching Health Board",0.10958904109589
"706",2020-06-20,"Velindre University NHS Trust",0
"707",2020-06-20,"Wales",0.0936871227364185
"708",2020-06-21,"Betsi Cadwaladr University Health Board",0.138750690989497
"709",2020-06-21,"Hywel Dda University Health Board",0.0366598778004073
"710",2020-06-21,"Abertawe Bro Morgannwg University Health Board",0.0577830188679245
"711",2020-06-21,"Cardiff and Vale University Health Board",0.155629139072848
"712",2020-06-21,"Cwm Taf University Health Board",0.0753935376967688
"713",2020-06-21,"Aneurin Bevan University Health Board",0.0603264726756565
"714",2020-06-21,"Powys Teaching Health Board",0.0958904109589041
"715",2020-06-21,"Velindre University NHS Trust",0
"716",2020-06-21,"Wales",0.0958317592242791
"717",2020-06-22,"Betsi Cadwaladr University Health Board",0.136013215859031
"718",2020-06-22,"Hywel Dda University Health Board",0.0245649948822927
"719",2020-06-22,"Abertawe Bro Morgannwg University Health Board",0.0742924528301887
"720",2020-06-22,"Cardiff and Vale University Health Board",0.143708609271523
"721",2020-06-22,"Cwm Taf University Health Board",0.0832646331409728
"722",2020-06-22,"Aneurin Bevan University Health Board",0.0418736692689851
"723",2020-06-22,"Powys Teaching Health Board",0.0821917808219178
"724",2020-06-22,"Velindre University NHS Trust",0
"725",2020-06-22,"Wales",0.090954837086426
"726",2020-06-23,"Betsi Cadwaladr University Health Board",0.128642111050027
"727",2020-06-23,"Hywel Dda University Health Board",0.0194871794871795
"728",2020-06-23,"Abertawe Bro Morgannwg University Health Board",0.0480656506447831
"729",2020-06-23,"Cardiff and Vale University Health Board",0.158940397350993
"730",2020-06-23,"Cwm Taf University Health Board",0.0794044665012407
"731",2020-06-23,"Aneurin Bevan University Health Board",0.0525195173882186
"732",2020-06-23,"Powys Teaching Health Board",0.0616438356164384
"733",2020-06-23,"Velindre University NHS Trust",0
"734",2020-06-23,"Wales",0.0896742548107156
"735",2020-06-24,"Betsi Cadwaladr University Health Board",0.12329514457174
"736",2020-06-24,"Hywel Dda University Health Board",0.0270541082164329
"737",2020-06-24,"Abertawe Bro Morgannwg University Health Board",0.041031652989449
"738",2020-06-24,"Cardiff and Vale University Health Board",0.17682119205298
"739",2020-06-24,"Cwm Taf University Health Board",0.0742574257425743
"740",2020-06-24,"Aneurin Bevan University Health Board",0.0731014904187367
"741",2020-06-24,"Powys Teaching Health Board",0.0684931506849315
"742",2020-06-24,"Velindre University NHS Trust",0.1
"743",2020-06-24,"Wales",0.0952321361531723
"744",2020-06-25,"Betsi Cadwaladr University Health Board",0.125204137180185
"745",2020-06-25,"Hywel Dda University Health Board",0.017910447761194
"746",2020-06-25,"Abertawe Bro Morgannwg University Health Board",0.0280701754385965
"747",2020-06-25,"Cardiff and Vale University Health Board",0.15364238410596
"748",2020-06-25,"Cwm Taf University Health Board",0.0778588807785888
"749",2020-06-25,"Aneurin Bevan University Health Board",0.0801987224982257
"750",2020-06-25,"Powys Teaching Health Board",0.0547945205479452
"751",2020-06-25,"Velindre University NHS Trust",0
"752",2020-06-25,"Wales",0.0898442367601246
"753",2020-06-26,"Betsi Cadwaladr University Health Board",0.123571039738704
"754",2020-06-26,"Hywel Dda University Health Board",0.0198216055500496
"755",2020-06-26,"Abertawe Bro Morgannwg University Health Board",0.047953216374269
"756",2020-06-26,"Cardiff and Vale University Health Board",0.147682119205298
"757",2020-06-26,"Cwm Taf University Health Board",0.0762220381110191
"758",2020-06-26,"Aneurin Bevan University Health Board",0.0752306600425834
"759",2020-06-26,"Powys Teaching Health Board",0.0342465753424658
"760",2020-06-26,"Velindre University NHS Trust",0
"761",2020-06-26,"Wales",0.0892165437960765
"762",2020-06-27,"Betsi Cadwaladr University Health Board",0.121937942297224
"763",2020-06-27,"Hywel Dda University Health Board",0.022289766970618
"764",2020-06-27,"Abertawe Bro Morgannwg University Health Board",0.0292397660818713
"765",2020-06-27,"Cardiff and Vale University Health Board",0.139072847682119
"766",2020-06-27,"Cwm Taf University Health Board",0.0546810273405137
"767",2020-06-27,"Aneurin Bevan University Health Board",0.0596167494677076
"768",2020-06-27,"Powys Teaching Health Board",0.0342465753424658
"769",2020-06-27,"Velindre University NHS Trust",0
"770",2020-06-27,"Wales",0.0796892619972435
"771",2020-06-28,"Betsi Cadwaladr University Health Board",0.12636165577342
"772",2020-06-28,"Hywel Dda University Health Board",0.0184237461617195
"773",2020-06-28,"Abertawe Bro Morgannwg University Health Board",0.0390995260663507
"774",2020-06-28,"Cardiff and Vale University Health Board",0.127152317880795
"775",2020-06-28,"Cwm Taf University Health Board",0.067937033968517
"776",2020-06-28,"Aneurin Bevan University Health Board",0.056777856635912
"777",2020-06-28,"Powys Teaching Health Board",0.0410958904109589
"778",2020-06-28,"Velindre University NHS Trust",0
"779",2020-06-28,"Wales",0.0807890438497299
"780",2020-06-29,"Betsi Cadwaladr University Health Board",0.120260021668472
"781",2020-06-29,"Hywel Dda University Health Board",0.0101010101010101
"782",2020-06-29,"Abertawe Bro Morgannwg University Health Board",0.0414691943127962
"783",2020-06-29,"Cardiff and Vale University Health Board",0.127152317880795
"784",2020-06-29,"Cwm Taf University Health Board",0.07
"785",2020-06-29,"Aneurin Bevan University Health Board",0.0418736692689851
"786",2020-06-29,"Powys Teaching Health Board",0.0821917808219178
"787",2020-06-29,"Velindre University NHS Trust",0
"788",2020-06-29,"Wales",0.0769905956112853
"789",2020-06-30,"Betsi Cadwaladr University Health Board",0.111231687466088
"790",2020-06-30,"Hywel Dda University Health Board",0.019723865877712
"791",2020-06-30,"Abertawe Bro Morgannwg University Health Board",0.0414691943127962
"792",2020-06-30,"Cardiff and Vale University Health Board",0.157615894039735
"793",2020-06-30,"Cwm Taf University Health Board",0.0589211618257261
"794",2020-06-30,"Aneurin Bevan University Health Board",0.042583392476934
"795",2020-06-30,"Powys Teaching Health Board",0.0342465753424658
"796",2020-06-30,"Velindre University NHS Trust",0.0333333333333333
"797",2020-06-30,"Wales",0.0793650793650794
"798",2020-07-01,"Betsi Cadwaladr University Health Board",0.108707409410492
"799",2020-07-01,"Hywel Dda University Health Board",0.0197044334975369
"800",2020-07-01,"Abertawe Bro Morgannwg University Health Board",0.0378698224852071
"801",2020-07-01,"Cardiff and Vale University Health Board",0.13046357615894
"802",2020-07-01,"Cwm Taf University Health Board",0.048293089092423
"803",2020-07-01,"Aneurin Bevan University Health Board",0.042583392476934
"804",2020-07-01,"Powys Teaching Health Board",0.0205479452054795
"805",2020-07-01,"Velindre University NHS Trust",0
"806",2020-07-01,"Wales",0.0713304184884447
"807",2020-07-02,"Betsi Cadwaladr University Health Board",0.105576610720087
"808",2020-07-02,"Hywel Dda University Health Board",0.0119047619047619
"809",2020-07-02,"Abertawe Bro Morgannwg University Health Board",0.0411764705882353
"810",2020-07-02,"Cardiff and Vale University Health Board",0.117218543046358
"811",2020-07-02,"Cwm Taf University Health Board",0.0516666666666667
"812",2020-07-02,"Aneurin Bevan University Health Board",0.0432931156848829
"813",2020-07-02,"Powys Teaching Health Board",0.0205479452054795
"814",2020-07-02,"Velindre University NHS Trust",0
"815",2020-07-02,"Wales",0.068125
"816",2020-07-03,"Betsi Cadwaladr University Health Board",0.106243154435926
"817",2020-07-03,"Hywel Dda University Health Board",0.0148809523809524
"818",2020-07-03,"Abertawe Bro Morgannwg University Health Board",0.0328638497652582
"819",2020-07-03,"Cardiff and Vale University Health Board",0.120529801324503
"820",2020-07-03,"Cwm Taf University Health Board",0.0505804311774461
"821",2020-07-03,"Aneurin Bevan University Health Board",0.0397444996451384
"822",2020-07-03,"Powys Teaching Health Board",0.0205479452054795
"823",2020-07-03,"Velindre University NHS Trust",0
"824",2020-07-03,"Wales",0.0674846625766871
"825",2020-07-04,"Betsi Cadwaladr University Health Board",0.10189701897019
"826",2020-07-04,"Hywel Dda University Health Board",0.0119047619047619
"827",2020-07-04,"Abertawe Bro Morgannwg University Health Board",0.028169014084507
"828",2020-07-04,"Cardiff and Vale University Health Board",0.11523178807947
"829",2020-07-04,"Cwm Taf University Health Board",0.0544105523495466
"830",2020-07-04,"Aneurin Bevan University Health Board",0.0553584102200142
"831",2020-07-04,"Powys Teaching Health Board",0.0285714285714286
"832",2020-07-04,"Velindre University NHS Trust",0
"833",2020-07-04,"Wales",0.068190333458224
"834",2020-07-05,"Betsi Cadwaladr University Health Board",0.103466955579632
"835",2020-07-05,"Hywel Dda University Health Board",0.0178571428571429
"836",2020-07-05,"Abertawe Bro Morgannwg University Health Board",0.0363849765258216
"837",2020-07-05,"Cardiff and Vale University Health Board",0.111258278145695
"838",2020-07-05,"Cwm Taf University Health Board",0.0418032786885246
"839",2020-07-05,"Aneurin Bevan University Health Board",0.0475514549325763
"840",2020-07-05,"Powys Teaching Health Board",0.0571428571428571
"841",2020-07-05,"Velindre University NHS Trust",0
"842",2020-07-05,"Wales",0.0666250779787898
"843",2020-07-06,"Betsi Cadwaladr University Health Board",0.0924824229313142
"844",2020-07-06,"Hywel Dda University Health Board",0.0142857142857143
"845",2020-07-06,"Abertawe Bro Morgannwg University Health Board",0.0269953051643192
"846",2020-07-06,"Cardiff and Vale University Health Board",0.119205298013245
"847",2020-07-06,"Cwm Taf University Health Board",0.0450819672131148
"848",2020-07-06,"Aneurin Bevan University Health Board",0.0397444996451384
"849",2020-07-06,"Powys Teaching Health Board",0.0142857142857143
"850",2020-07-06,"Velindre University NHS Trust",0
"851",2020-07-06,"Wales",0.0622828784119107
"852",2020-07-07,"Betsi Cadwaladr University Health Board",0.101135749053542
"853",2020-07-07,"Hywel Dda University Health Board",0.0301850048685492
"854",2020-07-07,"Abertawe Bro Morgannwg University Health Board",0.0269953051643192
